#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1475   0.782414E+03  -0.972462E+01   0.203284E-05  -0.972462E+01   0.992648E+01   0.369828E-08   0.203284E-05   0.369828E-08   0.348039E-08
  1476   0.779841E+03  -0.904146E+01   0.202940E-05  -0.904146E+01   0.996030E+01   0.620636E-08   0.202940E-05   0.620636E-08   0.347639E-08
  1477   0.777224E+03  -0.836537E+01   0.202590E-05  -0.836537E+01   0.999731E+01   0.870249E-08   0.202590E-05   0.870249E-08   0.347239E-08
  1478   0.774562E+03  -0.769650E+01   0.202231E-05  -0.769650E+01   0.100374E+02   0.111864E-07   0.202231E-05   0.111864E-07   0.346840E-08
  1479   0.771864E+03  -0.703505E+01   0.201865E-05  -0.703505E+01   0.100808E+02   0.136580E-07   0.201865E-05   0.136580E-07   0.346441E-08
  1480   0.769120E+03  -0.638129E+01   0.201489E-05  -0.638129E+01   0.101273E+02   0.161169E-07   0.201489E-05   0.161169E-07   0.346044E-08
  1481   0.766340E+03  -0.573541E+01   0.201104E-05  -0.573541E+01   0.101769E+02   0.185630E-07   0.201104E-05   0.185630E-07   0.345647E-08
  1482   0.763515E+03  -0.509763E+01   0.200708E-05  -0.509763E+01   0.102295E+02   0.209960E-07   0.200708E-05   0.209960E-07   0.345250E-08
  1483   0.760653E+03  -0.446811E+01   0.200302E-05  -0.446811E+01   0.102852E+02   0.234156E-07   0.200302E-05   0.234156E-07   0.344855E-08
  1484   0.757762E+03  -0.384708E+01   0.199883E-05  -0.384708E+01   0.103438E+02   0.258218E-07   0.199883E-05   0.258218E-07   0.344460E-08
  1485   0.754826E+03  -0.323471E+01   0.199452E-05  -0.323471E+01   0.104054E+02   0.282142E-07   0.199452E-05   0.282142E-07   0.344065E-08
  1486   0.751860E+03  -0.263120E+01   0.199008E-05  -0.263120E+01   0.104698E+02   0.305926E-07   0.199008E-05   0.305926E-07   0.343671E-08
  1487   0.748849E+03  -0.203675E+01   0.198550E-05  -0.203675E+01   0.105371E+02   0.329568E-07   0.198550E-05   0.329568E-07   0.343278E-08
  1488   0.745809E+03  -0.145154E+01   0.198077E-05  -0.145154E+01   0.106072E+02   0.353066E-07   0.198077E-05   0.353066E-07   0.342886E-08
  1489   0.742739E+03  -0.875744E+00   0.197589E-05  -0.875744E+00   0.106801E+02   0.376418E-07   0.197589E-05   0.376418E-07   0.342494E-08
  1490   0.739629E+03  -0.309540E+00   0.197085E-05  -0.309540E+00   0.107557E+02   0.399620E-07   0.197085E-05   0.399620E-07   0.342103E-08
  1491   0.736489E+03   0.246911E+00   0.196564E-05   0.246911E+00   0.108339E+02   0.422672E-07   0.196564E-05   0.422672E-07   0.341713E-08
  1492   0.733317E+03   0.793438E+00   0.196025E-05   0.793438E+00   0.109148E+02   0.445570E-07   0.196025E-05   0.445570E-07   0.341323E-08
  1493   0.730115E+03   0.132987E+01   0.195469E-05   0.132987E+01   0.109983E+02   0.468313E-07   0.195469E-05   0.468313E-07   0.340934E-08
  1494   0.726883E+03   0.185603E+01   0.194894E-05   0.185603E+01   0.110842E+02   0.490898E-07   0.194894E-05   0.490898E-07   0.340546E-08
  1495   0.723622E+03   0.237178E+01   0.194299E-05   0.237178E+01   0.111727E+02   0.513322E-07   0.194299E-05   0.513322E-07   0.340158E-08
  1496   0.720333E+03   0.287695E+01   0.193684E-05   0.287695E+01   0.112636E+02   0.535585E-07   0.193684E-05   0.535585E-07   0.339771E-08
  1497   0.717016E+03   0.337144E+01   0.193049E-05   0.337144E+01   0.113568E+02   0.557683E-07   0.193049E-05   0.557683E-07   0.339385E-08
  1498   0.713674E+03   0.385510E+01   0.192391E-05   0.385510E+01   0.114524E+02   0.579614E-07   0.192391E-05   0.579614E-07   0.338999E-08
  1499   0.710306E+03   0.432782E+01   0.191711E-05   0.432782E+01   0.115502E+02   0.601377E-07   0.191711E-05   0.601377E-07   0.338614E-08
  1500   0.706913E+03   0.478945E+01   0.191009E-05   0.478945E+01   0.116502E+02   0.622967E-07   0.191009E-05   0.622967E-07   0.338229E-08
  1501   0.703497E+03   0.523986E+01   0.190282E-05   0.523986E+01   0.117524E+02   0.644385E-07   0.190282E-05   0.644385E-07   0.337846E-08
  1502   0.700060E+03   0.567894E+01   0.189533E-05   0.567894E+01   0.118566E+02   0.665629E-07   0.189533E-05   0.665629E-07   0.337462E-08
  1503   0.696600E+03   0.610657E+01   0.188761E-05   0.610657E+01   0.119630E+02   0.686697E-07   0.188761E-05   0.686697E-07   0.337080E-08
  1504   0.693119E+03   0.652266E+01   0.187966E-05   0.652266E+01   0.120712E+02   0.707591E-07   0.187966E-05   0.707591E-07   0.336698E-08
  1505   0.689619E+03   0.692711E+01   0.187150E-05   0.692711E+01   0.121815E+02   0.728308E-07   0.187150E-05   0.728308E-07   0.336317E-08
  1506   0.686100E+03   0.731981E+01   0.186312E-05   0.731981E+01   0.122935E+02   0.748849E-07   0.186312E-05   0.748849E-07   0.335936E-08
  1507   0.682562E+03   0.770064E+01   0.185454E-05   0.770064E+01   0.124074E+02   0.769213E-07   0.185454E-05   0.769213E-07   0.335556E-08
  1508   0.679008E+03   0.806951E+01   0.184575E-05   0.806951E+01   0.125231E+02   0.789399E-07   0.184575E-05   0.789399E-07   0.335177E-08
  1509   0.675436E+03   0.842641E+01   0.183677E-05   0.842641E+01   0.126404E+02   0.809406E-07   0.183677E-05   0.809406E-07   0.334798E-08
  1510   0.671850E+03   0.877113E+01   0.182759E-05   0.877113E+01   0.127594E+02   0.829235E-07   0.182759E-05   0.829235E-07   0.334420E-08
  1511   0.668248E+03   0.910373E+01   0.181822E-05   0.910373E+01   0.128799E+02   0.848883E-07   0.181822E-05   0.848883E-07   0.334043E-08
  1512   0.664635E+03   0.942414E+01   0.180867E-05   0.942414E+01   0.130019E+02   0.868352E-07   0.180867E-05   0.868352E-07   0.333666E-08
  1513   0.661009E+03   0.973236E+01   0.179894E-05   0.973236E+01   0.131254E+02   0.887640E-07   0.179894E-05   0.887640E-07   0.333290E-08
  1514   0.657373E+03   0.100283E+02   0.178904E-05   0.100283E+02   0.132502E+02   0.906746E-07   0.178904E-05   0.906746E-07   0.332914E-08
  1515   0.653728E+03   0.103119E+02   0.177897E-05   0.103119E+02   0.133764E+02   0.925671E-07   0.177897E-05   0.925671E-07   0.332539E-08
  1516   0.650074E+03   0.105831E+02   0.176873E-05   0.105831E+02   0.135039E+02   0.944413E-07   0.176873E-05   0.944413E-07   0.332165E-08
  1517   0.646413E+03   0.108419E+02   0.175834E-05   0.108419E+02   0.136325E+02   0.962971E-07   0.175834E-05   0.962971E-07   0.331791E-08
  1518   0.642746E+03   0.110883E+02   0.174779E-05   0.110883E+02   0.137623E+02   0.981346E-07   0.174779E-05   0.981346E-07   0.331418E-08
  1519   0.639073E+03   0.113223E+02   0.173709E-05   0.113223E+02   0.138931E+02   0.999536E-07   0.173709E-05   0.999536E-07   0.331046E-08
  1520   0.635395E+03   0.115437E+02   0.172624E-05   0.115437E+02   0.140250E+02   0.101754E-06   0.172624E-05   0.101754E-06   0.330674E-08
  1521   0.631714E+03   0.117527E+02   0.171526E-05   0.117527E+02   0.141578E+02   0.103536E-06   0.171526E-05   0.103536E-06   0.330303E-08
  1522   0.628030E+03   0.119492E+02   0.170414E-05   0.119492E+02   0.142915E+02   0.105299E-06   0.170414E-05   0.105299E-06   0.329932E-08
  1523   0.624344E+03   0.121330E+02   0.169289E-05   0.121330E+02   0.144260E+02   0.107044E-06   0.169289E-05   0.107044E-06   0.329562E-08
  1524   0.620657E+03   0.123043E+02   0.168151E-05   0.123043E+02   0.145613E+02   0.108770E-06   0.168151E-05   0.108770E-06   0.329193E-08
  1525   0.616970E+03   0.124630E+02   0.167002E-05   0.124630E+02   0.146972E+02   0.110477E-06   0.167002E-05   0.110477E-06   0.328824E-08
  1526   0.613285E+03   0.126092E+02   0.165841E-05   0.126092E+02   0.148337E+02   0.112165E-06   0.165841E-05   0.112165E-06   0.328456E-08
  1527   0.609601E+03   0.127429E+02   0.164669E-05   0.127429E+02   0.149709E+02   0.113834E-06   0.164669E-05   0.113834E-06   0.328089E-08
  1528   0.605920E+03   0.128641E+02   0.163486E-05   0.128641E+02   0.151085E+02   0.115485E-06   0.163486E-05   0.115485E-06   0.327722E-08
  1529   0.602244E+03   0.129728E+02   0.162293E-05   0.129728E+02   0.152465E+02   0.117116E-06   0.162293E-05   0.117116E-06   0.327356E-08
  1530   0.598572E+03   0.130690E+02   0.161091E-05   0.130690E+02   0.153850E+02   0.118728E-06   0.161091E-05   0.118728E-06   0.326990E-08
  1531   0.594906E+03   0.131527E+02   0.159879E-05   0.131527E+02   0.155237E+02   0.120321E-06   0.159879E-05   0.120321E-06   0.326625E-08
  1532   0.591246E+03   0.132240E+02   0.158659E-05   0.132240E+02   0.156627E+02   0.121895E-06   0.158659E-05   0.121895E-06   0.326261E-08
  1533   0.587595E+03   0.132829E+02   0.157431E-05   0.132829E+02   0.158017E+02   0.123449E-06   0.157431E-05   0.123449E-06   0.325897E-08
  1534   0.583951E+03   0.133295E+02   0.156195E-05   0.133295E+02   0.159409E+02   0.124984E-06   0.156195E-05   0.124984E-06   0.325533E-08
  1535   0.580317E+03   0.133637E+02   0.154952E-05   0.133637E+02   0.160802E+02   0.126500E-06   0.154952E-05   0.126500E-06   0.325171E-08
  1536   0.576693E+03   0.133856E+02   0.153702E-05   0.133856E+02   0.162194E+02   0.127996E-06   0.153702E-05   0.127996E-06   0.324809E-08
  1537   0.573078E+03   0.133953E+02   0.152446E-05   0.133953E+02   0.163585E+02   0.129473E-06   0.152446E-05   0.129473E-06   0.324447E-08
  1538   0.569477E+03   0.133928E+02   0.151185E-05   0.133928E+02   0.164975E+02   0.130930E-06   0.151185E-05   0.130930E-06   0.324087E-08
  1539   0.565888E+03   0.133782E+02   0.149918E-05   0.133782E+02   0.166362E+02   0.132367E-06   0.149918E-05   0.132367E-06   0.323726E-08
  1540   0.562312E+03   0.133516E+02   0.148646E-05   0.133516E+02   0.167746E+02   0.133785E-06   0.148646E-05   0.133785E-06   0.323367E-08
  1541   0.558751E+03   0.133130E+02   0.147370E-05   0.133130E+02   0.169127E+02   0.135183E-06   0.147370E-05   0.135183E-06   0.323008E-08
  1542   0.555206E+03   0.132625E+02   0.146090E-05   0.132625E+02   0.170504E+02   0.136561E-06   0.146090E-05   0.136561E-06   0.322649E-08
  1543   0.551677E+03   0.132003E+02   0.144807E-05   0.132003E+02   0.171876E+02   0.137919E-06   0.144807E-05   0.137919E-06   0.322291E-08
  1544   0.548165E+03   0.131264E+02   0.143522E-05   0.131264E+02   0.173243E+02   0.139257E-06   0.143522E-05   0.139257E-06   0.321934E-08
  1545   0.544671E+03   0.130410E+02   0.142234E-05   0.130410E+02   0.174603E+02   0.140575E-06   0.142234E-05   0.140575E-06   0.321577E-08
  1546   0.541196E+03   0.129440E+02   0.140944E-05   0.129440E+02   0.175957E+02   0.141873E-06   0.140944E-05   0.141873E-06   0.321221E-08
  1547   0.537741E+03   0.128356E+02   0.139652E-05   0.128356E+02   0.177304E+02   0.143151E-06   0.139652E-05   0.143151E-06   0.320866E-08
  1548   0.534306E+03   0.127159E+02   0.138360E-05   0.127159E+02   0.178644E+02   0.144409E-06   0.138360E-05   0.144409E-06   0.320511E-08
  1549   0.530892E+03   0.125850E+02   0.137068E-05   0.125850E+02   0.179975E+02   0.145647E-06   0.137068E-05   0.145647E-06   0.320157E-08
  1550   0.527500E+03   0.124429E+02   0.135776E-05   0.124429E+02   0.181296E+02   0.146864E-06   0.135776E-05   0.146864E-06   0.319803E-08
  1551   0.524130E+03   0.122899E+02   0.134484E-05   0.122899E+02   0.182608E+02   0.148061E-06   0.134484E-05   0.148061E-06   0.319450E-08
  1552   0.520783E+03   0.121260E+02   0.133193E-05   0.121260E+02   0.183910E+02   0.149237E-06   0.133193E-05   0.149237E-06   0.319097E-08
  1553   0.517460E+03   0.119513E+02   0.131903E-05   0.119513E+02   0.185201E+02   0.150393E-06   0.131903E-05   0.150393E-06   0.318745E-08
  1554   0.514162E+03   0.117660E+02   0.130614E-05   0.117660E+02   0.186481E+02   0.151528E-06   0.130614E-05   0.151528E-06   0.318394E-08
  1555   0.510889E+03   0.115702E+02   0.129327E-05   0.115702E+02   0.187748E+02   0.152644E-06   0.129327E-05   0.152644E-06   0.318043E-08
  1556   0.507642E+03   0.113640E+02   0.128041E-05   0.113640E+02   0.189004E+02   0.153738E-06   0.128041E-05   0.153738E-06   0.317692E-08
  1557   0.504421E+03   0.111477E+02   0.126757E-05   0.111477E+02   0.190247E+02   0.154813E-06   0.126757E-05   0.154813E-06   0.317343E-08
  1558   0.501228E+03   0.109212E+02   0.125475E-05   0.109212E+02   0.191475E+02   0.155866E-06   0.125475E-05   0.155866E-06   0.316994E-08
  1559   0.498064E+03   0.106849E+02   0.124195E-05   0.106849E+02   0.192690E+02   0.156900E-06   0.124195E-05   0.156900E-06   0.316645E-08
  1560   0.494927E+03   0.104387E+02   0.122918E-05   0.104387E+02   0.193891E+02   0.157913E-06   0.122918E-05   0.157913E-06   0.316297E-08
  1561   0.491820E+03   0.101830E+02   0.121643E-05   0.101830E+02   0.195076E+02   0.158905E-06   0.121643E-05   0.158905E-06   0.315950E-08
  1562   0.488743E+03   0.991785E+01   0.120370E-05   0.991785E+01   0.196246E+02   0.159877E-06   0.120370E-05   0.159877E-06   0.315603E-08
  1563   0.485696E+03   0.964339E+01   0.119101E-05   0.964339E+01   0.197400E+02   0.160828E-06   0.119101E-05   0.160828E-06   0.315257E-08
  1564   0.482681E+03   0.935979E+01   0.117834E-05   0.935979E+01   0.198538E+02   0.161759E-06   0.117834E-05   0.161759E-06   0.314911E-08
  1565   0.479697E+03   0.906729E+01   0.116571E-05   0.906729E+01   0.199658E+02   0.162670E-06   0.116571E-05   0.162670E-06   0.314566E-08
  1566   0.476746E+03   0.876596E+01   0.115312E-05   0.876596E+01   0.200761E+02   0.163560E-06   0.115312E-05   0.163560E-06   0.314221E-08
  1567   0.473827E+03   0.845602E+01   0.114056E-05   0.845602E+01   0.201847E+02   0.164429E-06   0.114056E-05   0.164429E-06   0.313877E-08
  1568   0.470941E+03   0.813754E+01   0.112803E-05   0.813754E+01   0.202914E+02   0.165278E-06   0.112803E-05   0.165278E-06   0.313534E-08
  1569   0.468090E+03   0.781083E+01   0.111555E-05   0.781083E+01   0.203962E+02   0.166106E-06   0.111555E-05   0.166106E-06   0.313191E-08
  1570   0.465272E+03   0.747603E+01   0.110311E-05   0.747603E+01   0.204991E+02   0.166914E-06   0.110311E-05   0.166914E-06   0.312848E-08
  1571   0.462490E+03   0.713325E+01   0.109072E-05   0.713325E+01   0.205999E+02   0.167701E-06   0.109072E-05   0.167701E-06   0.312507E-08
  1572   0.459741E+03   0.678268E+01   0.107837E-05   0.678268E+01   0.206988E+02   0.168467E-06   0.107837E-05   0.168467E-06   0.312165E-08
  1573   0.457029E+03   0.642453E+01   0.106607E-05   0.642453E+01   0.207957E+02   0.169213E-06   0.106607E-05   0.169213E-06   0.311825E-08
  1574   0.454353E+03   0.605902E+01   0.105382E-05   0.605902E+01   0.208903E+02   0.169938E-06   0.105382E-05   0.169938E-06   0.311484E-08
  1575   0.451713E+03   0.568633E+01   0.104162E-05   0.568633E+01   0.209829E+02   0.170643E-06   0.104162E-05   0.170643E-06   0.311145E-08
  1576   0.449110E+03   0.530669E+01   0.102948E-05   0.530669E+01   0.210733E+02   0.171327E-06   0.102948E-05   0.171327E-06   0.310806E-08
  1577   0.446545E+03   0.492028E+01   0.101739E-05   0.492028E+01   0.211615E+02   0.171991E-06   0.101739E-05   0.171991E-06   0.310467E-08
  1578   0.444018E+03   0.452734E+01   0.100536E-05   0.452734E+01   0.212476E+02   0.172634E-06   0.100536E-05   0.172634E-06   0.310129E-08
  1579   0.441529E+03   0.412806E+01   0.993387E-06   0.412806E+01   0.213313E+02   0.173256E-06   0.993387E-06   0.173256E-06   0.309792E-08
  1580   0.439078E+03   0.372262E+01   0.981476E-06   0.372262E+01   0.214127E+02   0.173857E-06   0.981476E-06   0.173857E-06   0.309455E-08
  1581   0.436667E+03   0.331123E+01   0.969629E-06   0.331123E+01   0.214918E+02   0.174438E-06   0.969629E-06   0.174438E-06   0.309119E-08
  1582   0.434295E+03   0.289408E+01   0.957847E-06   0.289408E+01   0.215687E+02   0.174998E-06   0.957847E-06   0.174998E-06   0.308783E-08
  1583   0.431962E+03   0.247135E+01   0.946132E-06   0.247135E+01   0.216430E+02   0.175538E-06   0.946132E-06   0.175538E-06   0.308448E-08
  1584   0.429669E+03   0.204325E+01   0.934486E-06   0.204325E+01   0.217150E+02   0.176057E-06   0.934486E-06   0.176057E-06   0.308113E-08
  1585   0.427415E+03   0.160996E+01   0.922911E-06   0.160996E+01   0.217845E+02   0.176555E-06   0.922911E-06   0.176555E-06   0.307779E-08
  1586   0.425202E+03   0.117168E+01   0.911409E-06   0.117168E+01   0.218515E+02   0.177032E-06   0.911409E-06   0.177032E-06   0.307446E-08
  1587   0.423029E+03   0.728609E+00   0.899981E-06   0.728609E+00   0.219160E+02   0.177489E-06   0.899981E-06   0.177489E-06   0.307113E-08
  1588   0.420896E+03   0.280965E+00   0.888630E-06   0.280965E+00   0.219779E+02   0.177924E-06   0.888630E-06   0.177924E-06   0.306780E-08
  1589   0.418804E+03  -0.171052E+00   0.877358E-06  -0.171052E+00   0.220372E+02   0.178340E-06   0.877358E-06   0.178340E-06   0.306448E-08
  1590   0.416753E+03  -0.627232E+00   0.866166E-06  -0.627232E+00   0.220940E+02   0.178734E-06   0.866166E-06   0.178734E-06   0.306117E-08
  1591   0.414743E+03  -0.108737E+01   0.855056E-06  -0.108737E+01   0.221482E+02   0.179108E-06   0.855056E-06   0.179108E-06   0.305786E-08
  1592   0.412775E+03  -0.155125E+01   0.844030E-06  -0.155125E+01   0.221996E+02   0.179461E-06   0.844030E-06   0.179461E-06   0.305456E-08
  1593   0.410847E+03  -0.201867E+01   0.833091E-06  -0.201867E+01   0.222484E+02   0.179793E-06   0.833091E-06   0.179793E-06   0.305126E-08
  1594   0.408961E+03  -0.248942E+01   0.822240E-06  -0.248942E+01   0.222946E+02   0.180104E-06   0.822240E-06   0.180104E-06   0.304796E-08
  1595   0.407117E+03  -0.296328E+01   0.811478E-06  -0.296328E+01   0.223380E+02   0.180394E-06   0.811478E-06   0.180394E-06   0.304468E-08
  1596   0.405313E+03  -0.344004E+01   0.800809E-06  -0.344004E+01   0.223787E+02   0.180664E-06   0.800809E-06   0.180664E-06   0.304139E-08
  1597   0.403552E+03  -0.391950E+01   0.790233E-06  -0.391950E+01   0.224166E+02   0.180913E-06   0.790233E-06   0.180913E-06   0.303812E-08
  1598   0.401832E+03  -0.440143E+01   0.779753E-06  -0.440143E+01   0.224518E+02   0.181141E-06   0.779753E-06   0.181141E-06   0.303485E-08
  1599   0.400154E+03  -0.488562E+01   0.769370E-06  -0.488562E+01   0.224843E+02   0.181348E-06   0.769370E-06   0.181348E-06   0.303158E-08
  1600   0.398518E+03  -0.537187E+01   0.759087E-06  -0.537187E+01   0.225139E+02   0.181535E-06   0.759087E-06   0.181535E-06   0.302832E-08
  1601   0.396923E+03  -0.585996E+01   0.748905E-06  -0.585996E+01   0.225408E+02   0.181700E-06   0.748905E-06   0.181700E-06   0.302506E-08
  1602   0.395370E+03  -0.634971E+01   0.738826E-06  -0.634971E+01   0.225649E+02   0.181845E-06   0.738826E-06   0.181845E-06   0.302181E-08
  1603   0.393858E+03  -0.684090E+01   0.728850E-06  -0.684090E+01   0.225861E+02   0.181969E-06   0.728850E-06   0.181969E-06   0.301857E-08
  1604   0.392388E+03  -0.733333E+01   0.718978E-06  -0.733333E+01   0.226045E+02   0.182073E-06   0.718978E-06   0.182073E-06   0.301533E-08
  1605   0.390960E+03  -0.782684E+01   0.709211E-06  -0.782684E+01   0.226200E+02   0.182156E-06   0.709211E-06   0.182156E-06   0.301209E-08
  1606   0.389572E+03  -0.832118E+01   0.699551E-06  -0.832118E+01   0.226327E+02   0.182220E-06   0.699551E-06   0.182220E-06   0.300886E-08
  1607   0.388226E+03  -0.881609E+01   0.689998E-06  -0.881609E+01   0.226426E+02   0.182263E-06   0.689998E-06   0.182263E-06   0.300564E-08
  1608   0.386921E+03  -0.931152E+01   0.680554E-06  -0.931152E+01   0.226495E+02   0.182286E-06   0.680554E-06   0.182286E-06   0.300242E-08
  1609   0.385657E+03  -0.980708E+01   0.671219E-06  -0.980708E+01   0.226535E+02   0.182290E-06   0.671219E-06   0.182290E-06   0.299920E-08
  1610   0.384434E+03  -0.103027E+02   0.661994E-06  -0.103027E+02   0.226547E+02   0.182273E-06   0.661994E-06   0.182273E-06   0.299599E-08
  1611   0.383251E+03  -0.107980E+02   0.652880E-06  -0.107980E+02   0.226531E+02   0.182238E-06   0.652880E-06   0.182238E-06   0.299279E-08
  1612   0.382109E+03  -0.112929E+02   0.643879E-06  -0.112929E+02   0.226487E+02   0.182182E-06   0.643879E-06   0.182182E-06   0.298959E-08
  1613   0.381008E+03  -0.117872E+02   0.634991E-06  -0.117872E+02   0.226414E+02   0.182108E-06   0.634991E-06   0.182108E-06   0.298639E-08
  1614   0.379946E+03  -0.122805E+02   0.626217E-06  -0.122805E+02   0.226314E+02   0.182015E-06   0.626217E-06   0.182015E-06   0.298320E-08
  1615   0.378925E+03  -0.127728E+02   0.617559E-06  -0.127728E+02   0.226186E+02   0.181902E-06   0.617559E-06   0.181902E-06   0.298002E-08
  1616   0.377944E+03  -0.132639E+02   0.609017E-06  -0.132639E+02   0.226030E+02   0.181771E-06   0.609017E-06   0.181771E-06   0.297684E-08
  1617   0.377002E+03  -0.137535E+02   0.600592E-06  -0.137535E+02   0.225846E+02   0.181620E-06   0.600592E-06   0.181620E-06   0.297367E-08
  1618   0.376099E+03  -0.142415E+02   0.592285E-06  -0.142415E+02   0.225634E+02   0.181452E-06   0.592285E-06   0.181452E-06   0.297050E-08
  1619   0.375235E+03  -0.147277E+02   0.584098E-06  -0.147277E+02   0.225394E+02   0.181265E-06   0.584098E-06   0.181265E-06   0.296734E-08
  1620   0.374410E+03  -0.152117E+02   0.576031E-06  -0.152117E+02   0.225128E+02   0.181059E-06   0.576031E-06   0.181059E-06   0.296418E-08
  1621   0.373623E+03  -0.156937E+02   0.568085E-06  -0.156937E+02   0.224832E+02   0.180835E-06   0.568085E-06   0.180835E-06   0.296102E-08
  1622   0.372874E+03  -0.161732E+02   0.560261E-06  -0.161732E+02   0.224510E+02   0.180593E-06   0.560261E-06   0.180593E-06   0.295788E-08
  1623   0.372163E+03  -0.166502E+02   0.552560E-06  -0.166502E+02   0.224160E+02   0.180334E-06   0.552560E-06   0.180334E-06   0.295473E-08
  1624   0.371489E+03  -0.171244E+02   0.544984E-06  -0.171244E+02   0.223783E+02   0.180056E-06   0.544984E-06   0.180056E-06   0.295159E-08
  1625   0.370853E+03  -0.175956E+02   0.537533E-06  -0.175956E+02   0.223379E+02   0.179761E-06   0.537533E-06   0.179761E-06   0.294846E-08
  1626   0.370253E+03  -0.180637E+02   0.530208E-06  -0.180637E+02   0.222949E+02   0.179448E-06   0.530208E-06   0.179448E-06   0.294533E-08
  1627   0.369689E+03  -0.185285E+02   0.523011E-06  -0.185285E+02   0.222492E+02   0.179118E-06   0.523011E-06   0.179118E-06   0.294221E-08
  1628   0.369162E+03  -0.189897E+02   0.515941E-06  -0.189897E+02   0.222008E+02   0.178770E-06   0.515941E-06   0.178770E-06   0.293909E-08
  1629   0.368670E+03  -0.194473E+02   0.509001E-06  -0.194473E+02   0.221499E+02   0.178406E-06   0.509001E-06   0.178406E-06   0.293598E-08
  1630   0.368213E+03  -0.199009E+02   0.502191E-06  -0.199009E+02   0.220962E+02   0.178024E-06   0.502191E-06   0.178024E-06   0.293287E-08
  1631   0.367790E+03  -0.203506E+02   0.495512E-06  -0.203506E+02   0.220401E+02   0.177626E-06   0.495512E-06   0.177626E-06   0.292976E-08
  1632   0.367402E+03  -0.207961E+02   0.488966E-06  -0.207961E+02   0.219814E+02   0.177211E-06   0.488966E-06   0.177211E-06   0.292667E-08
  1633   0.367048E+03  -0.212373E+02   0.482552E-06  -0.212373E+02   0.219201E+02   0.176779E-06   0.482552E-06   0.176779E-06   0.292357E-08
  1634   0.366727E+03  -0.216739E+02   0.476273E-06  -0.216739E+02   0.218563E+02   0.176330E-06   0.476273E-06   0.176330E-06   0.292048E-08
  1635   0.366439E+03  -0.221059E+02   0.470128E-06  -0.221059E+02   0.217899E+02   0.175866E-06   0.470128E-06   0.175866E-06   0.291740E-08
  1636   0.366184E+03  -0.225330E+02   0.464120E-06  -0.225330E+02   0.217211E+02   0.175385E-06   0.464120E-06   0.175385E-06   0.291432E-08
  1637   0.365960E+03  -0.229551E+02   0.458249E-06  -0.229551E+02   0.216498E+02   0.174888E-06   0.458249E-06   0.174888E-06   0.291125E-08
  1638   0.365768E+03  -0.233721E+02   0.452517E-06  -0.233721E+02   0.215761E+02   0.174375E-06   0.452517E-06   0.174375E-06   0.290818E-08
  1639   0.365607E+03  -0.237838E+02   0.446923E-06  -0.237838E+02   0.215000E+02   0.173846E-06   0.446923E-06   0.173846E-06   0.290511E-08
  1640   0.365477E+03  -0.241901E+02   0.441469E-06  -0.241901E+02   0.214216E+02   0.173302E-06   0.441469E-06   0.173302E-06   0.290205E-08
  1641   0.365376E+03  -0.245908E+02   0.436157E-06  -0.245908E+02   0.213408E+02   0.172742E-06   0.436157E-06   0.172742E-06   0.289900E-08
  1642   0.365305E+03  -0.249857E+02   0.430986E-06  -0.249857E+02   0.212578E+02   0.172166E-06   0.430986E-06   0.172166E-06   0.289595E-08
  1643   0.365263E+03  -0.253749E+02   0.425959E-06  -0.253749E+02   0.211726E+02   0.171576E-06   0.425959E-06   0.171576E-06   0.289290E-08
  1644   0.365250E+03  -0.257580E+02   0.421076E-06  -0.257580E+02   0.210851E+02   0.170970E-06   0.421076E-06   0.170970E-06   0.288986E-08
  1645   0.365264E+03  -0.261349E+02   0.416338E-06  -0.261349E+02   0.209955E+02   0.170349E-06   0.416338E-06   0.170349E-06   0.288683E-08
  1646   0.365305E+03  -0.265057E+02   0.411746E-06  -0.265057E+02   0.209037E+02   0.169713E-06   0.411746E-06   0.169713E-06   0.288380E-08
  1647   0.365374E+03  -0.268701E+02   0.407301E-06  -0.268701E+02   0.208098E+02   0.169063E-06   0.407301E-06   0.169063E-06   0.288077E-08
  1648   0.365468E+03  -0.272279E+02   0.403004E-06  -0.272279E+02   0.207138E+02   0.168398E-06   0.403004E-06   0.168398E-06   0.287775E-08
  1649   0.365589E+03  -0.275791E+02   0.398856E-06  -0.275791E+02   0.206157E+02   0.167718E-06   0.398856E-06   0.167718E-06   0.287473E-08
  1650   0.365733E+03  -0.279235E+02   0.394858E-06  -0.279235E+02   0.205155E+02   0.167024E-06   0.394858E-06   0.167024E-06   0.287172E-08
  1651   0.365903E+03  -0.282611E+02   0.391012E-06  -0.282611E+02   0.204134E+02   0.166316E-06   0.391012E-06   0.166316E-06   0.286871E-08
  1652   0.366096E+03  -0.285918E+02   0.387317E-06  -0.285918E+02   0.203093E+02   0.165594E-06   0.387317E-06   0.165594E-06   0.286571E-08
  1653   0.366312E+03  -0.289154E+02   0.383774E-06  -0.289154E+02   0.202034E+02   0.164857E-06   0.383774E-06   0.164857E-06   0.286271E-08
  1654   0.366552E+03  -0.292318E+02   0.380384E-06  -0.292318E+02   0.200955E+02   0.164107E-06   0.380384E-06   0.164107E-06   0.285972E-08
  1655   0.366813E+03  -0.295410E+02   0.377147E-06  -0.295410E+02   0.199858E+02   0.163343E-06   0.377147E-06   0.163343E-06   0.285673E-08
