#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2497   0.730822E+02  -0.160601E+01   0.745555E-06  -0.160601E+01   0.281333E+01  -0.403053E-07   0.745555E-06  -0.403053E-07   0.137215E-08
  2498   0.727850E+02  -0.162036E+01   0.757816E-06  -0.162036E+01   0.282552E+01  -0.406235E-07   0.757816E-06  -0.406235E-07   0.137113E-08
  2499   0.724904E+02  -0.163572E+01   0.769017E-06  -0.163572E+01   0.283763E+01  -0.408594E-07   0.769017E-06  -0.408594E-07   0.137011E-08
  2500   0.721984E+02  -0.165208E+01   0.779109E-06  -0.165208E+01   0.284967E+01  -0.410100E-07   0.779109E-06  -0.410100E-07   0.136909E-08
  2501   0.719092E+02  -0.166943E+01   0.788053E-06  -0.166943E+01   0.286161E+01  -0.410733E-07   0.788053E-06  -0.410733E-07   0.136807E-08
  2502   0.716227E+02  -0.168775E+01   0.795871E-06  -0.168775E+01   0.287346E+01  -0.410516E-07   0.795871E-06  -0.410516E-07   0.136705E-08
  2503   0.713389E+02  -0.170704E+01   0.802595E-06  -0.170704E+01   0.288521E+01  -0.409482E-07   0.802595E-06  -0.409482E-07   0.136604E-08
  2504   0.710580E+02  -0.172727E+01   0.808258E-06  -0.172727E+01   0.289685E+01  -0.407663E-07   0.808258E-06  -0.407663E-07   0.136502E-08
  2505   0.707800E+02  -0.174842E+01   0.812894E-06  -0.174842E+01   0.290838E+01  -0.405094E-07   0.812894E-06  -0.405094E-07   0.136401E-08
  2506   0.705048E+02  -0.177048E+01   0.816537E-06  -0.177048E+01   0.291978E+01  -0.401805E-07   0.816537E-06  -0.401805E-07   0.136300E-08
  2507   0.702327E+02  -0.179343E+01   0.819219E-06  -0.179343E+01   0.293105E+01  -0.397831E-07   0.819219E-06  -0.397831E-07   0.136199E-08
  2508   0.699635E+02  -0.181727E+01   0.820975E-06  -0.181727E+01   0.294220E+01  -0.393205E-07   0.820975E-06  -0.393205E-07   0.136098E-08
  2509   0.696973E+02  -0.184196E+01   0.821837E-06  -0.184196E+01   0.295320E+01  -0.387959E-07   0.821837E-06  -0.387959E-07   0.135997E-08
  2510   0.694343E+02  -0.186749E+01   0.821838E-06  -0.186749E+01   0.296406E+01  -0.382127E-07   0.821838E-06  -0.382127E-07   0.135896E-08
  2511   0.691744E+02  -0.189385E+01   0.821013E-06  -0.189385E+01   0.297478E+01  -0.375740E-07   0.821013E-06  -0.375740E-07   0.135795E-08
  2512   0.689177E+02  -0.192101E+01   0.819395E-06  -0.192101E+01   0.298533E+01  -0.368834E-07   0.819395E-06  -0.368834E-07   0.135695E-08
  2513   0.686640E+02  -0.194897E+01   0.817017E-06  -0.194897E+01   0.299571E+01  -0.361439E-07   0.817017E-06  -0.361439E-07   0.135594E-08
  2514   0.684136E+02  -0.197769E+01   0.813912E-06  -0.197769E+01   0.300594E+01  -0.353590E-07   0.813912E-06  -0.353590E-07   0.135494E-08
  2515   0.681665E+02  -0.200717E+01   0.810114E-06  -0.200717E+01   0.301599E+01  -0.345318E-07   0.810114E-06  -0.345318E-07   0.135394E-08
  2516   0.679226E+02  -0.203738E+01   0.805656E-06  -0.203738E+01   0.302585E+01  -0.336658E-07   0.805656E-06  -0.336658E-07   0.135293E-08
  2517   0.676819E+02  -0.206831E+01   0.800571E-06  -0.206831E+01   0.303553E+01  -0.327642E-07   0.800571E-06  -0.327642E-07   0.135193E-08
  2518   0.674445E+02  -0.209993E+01   0.794893E-06  -0.209993E+01   0.304503E+01  -0.318303E-07   0.794893E-06  -0.318303E-07   0.135093E-08
  2519   0.672105E+02  -0.213223E+01   0.788656E-06  -0.213223E+01   0.305433E+01  -0.308674E-07   0.788656E-06  -0.308674E-07   0.134993E-08
  2520   0.669798E+02  -0.216519E+01   0.781892E-06  -0.216519E+01   0.306342E+01  -0.298788E-07   0.781892E-06  -0.298788E-07   0.134894E-08
  2521   0.667525E+02  -0.219879E+01   0.774636E-06  -0.219879E+01   0.307231E+01  -0.288678E-07   0.774636E-06  -0.288678E-07   0.134794E-08
  2522   0.665286E+02  -0.223301E+01   0.766920E-06  -0.223301E+01   0.308099E+01  -0.278377E-07   0.766920E-06  -0.278377E-07   0.134694E-08
  2523   0.663080E+02  -0.226782E+01   0.758777E-06  -0.226782E+01   0.308946E+01  -0.267918E-07   0.758777E-06  -0.267918E-07   0.134595E-08
  2524   0.660909E+02  -0.230321E+01   0.750242E-06  -0.230321E+01   0.309771E+01  -0.257333E-07   0.750242E-06  -0.257333E-07   0.134496E-08
  2525   0.658772E+02  -0.233915E+01   0.741347E-06  -0.233915E+01   0.310574E+01  -0.246656E-07   0.741347E-06  -0.246656E-07   0.134396E-08
  2526   0.656670E+02  -0.237563E+01   0.732127E-06  -0.237563E+01   0.311354E+01  -0.235920E-07   0.732127E-06  -0.235920E-07   0.134297E-08
  2527   0.654602E+02  -0.241263E+01   0.722613E-06  -0.241263E+01   0.312111E+01  -0.225157E-07   0.722613E-06  -0.225157E-07   0.134198E-08
  2528   0.652570E+02  -0.245012E+01   0.712840E-06  -0.245012E+01   0.312845E+01  -0.214401E-07   0.712840E-06  -0.214401E-07   0.134099E-08
  2529   0.650571E+02  -0.248808E+01   0.702842E-06  -0.248808E+01   0.313554E+01  -0.203685E-07   0.702842E-06  -0.203685E-07   0.134000E-08
  2530   0.648608E+02  -0.252650E+01   0.692651E-06  -0.252650E+01   0.314240E+01  -0.193041E-07   0.692651E-06  -0.193041E-07   0.133902E-08
  2531   0.646680E+02  -0.256535E+01   0.682300E-06  -0.256535E+01   0.314901E+01  -0.182502E-07   0.682300E-06  -0.182502E-07   0.133803E-08
  2532   0.644786E+02  -0.260460E+01   0.671824E-06  -0.260460E+01   0.315538E+01  -0.172102E-07   0.671824E-06  -0.172102E-07   0.133704E-08
  2533   0.642928E+02  -0.264425E+01   0.661256E-06  -0.264425E+01   0.316148E+01  -0.161873E-07   0.661256E-06  -0.161873E-07   0.133606E-08
  2534   0.641105E+02  -0.268425E+01   0.650628E-06  -0.268425E+01   0.316734E+01  -0.151849E-07   0.650628E-06  -0.151849E-07   0.133508E-08
  2535   0.639316E+02  -0.272462E+01   0.639975E-06  -0.272462E+01   0.317292E+01  -0.142062E-07   0.639975E-06  -0.142062E-07   0.133409E-08
  2536   0.637563E+02  -0.276530E+01   0.629329E-06  -0.276530E+01   0.317825E+01  -0.132545E-07   0.629329E-06  -0.132545E-07   0.133311E-08
  2537   0.635844E+02  -0.280629E+01   0.618725E-06  -0.280629E+01   0.318331E+01  -0.123331E-07   0.618725E-06  -0.123331E-07   0.133213E-08
  2538   0.634160E+02  -0.284756E+01   0.608195E-06  -0.284756E+01   0.318809E+01  -0.114453E-07   0.608195E-06  -0.114453E-07   0.133115E-08
  2539   0.632512E+02  -0.288910E+01   0.597773E-06  -0.288910E+01   0.319261E+01  -0.105945E-07   0.597773E-06  -0.105945E-07   0.133017E-08
  2540   0.630897E+02  -0.293087E+01   0.587492E-06  -0.293087E+01   0.319684E+01  -0.978384E-08   0.587492E-06  -0.978384E-08   0.132920E-08
  2541   0.629318E+02  -0.297287E+01   0.577386E-06  -0.297287E+01   0.320081E+01  -0.901669E-08   0.577386E-06  -0.901669E-08   0.132822E-08
  2542   0.627773E+02  -0.301506E+01   0.567488E-06  -0.301506E+01   0.320448E+01  -0.829634E-08   0.567488E-06  -0.829634E-08   0.132725E-08
  2543   0.626264E+02  -0.305743E+01   0.557831E-06  -0.305743E+01   0.320789E+01  -0.762608E-08   0.557831E-06  -0.762608E-08   0.132627E-08
  2544   0.624789E+02  -0.309995E+01   0.548449E-06  -0.309995E+01   0.321101E+01  -0.700921E-08   0.548449E-06  -0.700921E-08   0.132530E-08
  2545   0.623348E+02  -0.314261E+01   0.539376E-06  -0.314261E+01   0.321385E+01  -0.644902E-08   0.539376E-06  -0.644902E-08   0.132433E-08
  2546   0.621941E+02  -0.318538E+01   0.530643E-06  -0.318538E+01   0.321641E+01  -0.594880E-08   0.530643E-06  -0.594880E-08   0.132335E-08
  2547   0.620569E+02  -0.322824E+01   0.522286E-06  -0.322824E+01   0.321868E+01  -0.551186E-08   0.522286E-06  -0.551186E-08   0.132238E-08
  2548   0.619231E+02  -0.327117E+01   0.514337E-06  -0.327117E+01   0.322066E+01  -0.514149E-08   0.514337E-06  -0.514149E-08   0.132141E-08
  2549   0.617926E+02  -0.331414E+01   0.506829E-06  -0.331414E+01   0.322235E+01  -0.484099E-08   0.506829E-06  -0.484099E-08   0.132045E-08
  2550   0.616655E+02  -0.335715E+01   0.499797E-06  -0.335715E+01   0.322375E+01  -0.461364E-08   0.499797E-06  -0.461364E-08   0.131948E-08
  2551   0.615417E+02  -0.340016E+01   0.493263E-06  -0.340016E+01   0.322485E+01  -0.446166E-08   0.493263E-06  -0.446166E-08   0.131851E-08
  2552   0.614213E+02  -0.344316E+01   0.487211E-06  -0.344316E+01   0.322566E+01  -0.438295E-08   0.487211E-06  -0.438295E-08   0.131755E-08
  2553   0.613041E+02  -0.348612E+01   0.481614E-06  -0.348612E+01   0.322617E+01  -0.437428E-08   0.481614E-06  -0.437428E-08   0.131658E-08
  2554   0.611903E+02  -0.352903E+01   0.476445E-06  -0.352903E+01   0.322638E+01  -0.443248E-08   0.476445E-06  -0.443248E-08   0.131562E-08
  2555   0.610796E+02  -0.357186E+01   0.471679E-06  -0.357186E+01   0.322628E+01  -0.455433E-08   0.471679E-06  -0.455433E-08   0.131466E-08
  2556   0.609721E+02  -0.361460E+01   0.467287E-06  -0.361460E+01   0.322590E+01  -0.473663E-08   0.467287E-06  -0.473663E-08   0.131370E-08
  2557   0.608679E+02  -0.365723E+01   0.463244E-06  -0.365723E+01   0.322521E+01  -0.497620E-08   0.463244E-06  -0.497620E-08   0.131273E-08
  2558   0.607668E+02  -0.369971E+01   0.459522E-06  -0.369971E+01   0.322423E+01  -0.526982E-08   0.459522E-06  -0.526982E-08   0.131178E-08
  2559   0.606689E+02  -0.374205E+01   0.456096E-06  -0.374205E+01   0.322295E+01  -0.561429E-08   0.456096E-06  -0.561429E-08   0.131082E-08
  2560   0.605741E+02  -0.378421E+01   0.452939E-06  -0.378421E+01   0.322136E+01  -0.600643E-08   0.452939E-06  -0.600643E-08   0.130986E-08
  2561   0.604823E+02  -0.382618E+01   0.450023E-06  -0.382618E+01   0.321948E+01  -0.644302E-08   0.450023E-06  -0.644302E-08   0.130890E-08
  2562   0.603937E+02  -0.386794E+01   0.447322E-06  -0.386794E+01   0.321729E+01  -0.692087E-08   0.447322E-06  -0.692087E-08   0.130795E-08
  2563   0.603080E+02  -0.390947E+01   0.444810E-06  -0.390947E+01   0.321480E+01  -0.743678E-08   0.444810E-06  -0.743678E-08   0.130699E-08
  2564   0.602252E+02  -0.395074E+01   0.442460E-06  -0.395074E+01   0.321201E+01  -0.798755E-08   0.442460E-06  -0.798755E-08   0.130604E-08
  2565   0.601454E+02  -0.399175E+01   0.440246E-06  -0.399175E+01   0.320892E+01  -0.856998E-08   0.440246E-06  -0.856998E-08   0.130509E-08
  2566   0.600685E+02  -0.403247E+01   0.438139E-06  -0.403247E+01   0.320552E+01  -0.918087E-08   0.438139E-06  -0.918087E-08   0.130413E-08
  2567   0.599944E+02  -0.407288E+01   0.436115E-06  -0.407288E+01   0.320183E+01  -0.981701E-08   0.436115E-06  -0.981701E-08   0.130318E-08
  2568   0.599232E+02  -0.411297E+01   0.434146E-06  -0.411297E+01   0.319784E+01  -0.104752E-07   0.434146E-06  -0.104752E-07   0.130223E-08
  2569   0.598548E+02  -0.415273E+01   0.432206E-06  -0.415273E+01   0.319355E+01  -0.111523E-07   0.432206E-06  -0.111523E-07   0.130128E-08
  2570   0.597891E+02  -0.419212E+01   0.430267E-06  -0.419212E+01   0.318897E+01  -0.118450E-07   0.430267E-06  -0.118450E-07   0.130034E-08
  2571   0.597262E+02  -0.423114E+01   0.428304E-06  -0.423114E+01   0.318410E+01  -0.125502E-07   0.428304E-06  -0.125502E-07   0.129939E-08
  2572   0.596659E+02  -0.426978E+01   0.426290E-06  -0.426978E+01   0.317893E+01  -0.132646E-07   0.426290E-06  -0.132646E-07   0.129844E-08
  2573   0.596082E+02  -0.430801E+01   0.424197E-06  -0.430801E+01   0.317348E+01  -0.139852E-07   0.424197E-06  -0.139852E-07   0.129750E-08
  2574   0.595532E+02  -0.434581E+01   0.422000E-06  -0.434581E+01   0.316775E+01  -0.147085E-07   0.422000E-06  -0.147085E-07   0.129655E-08
  2575   0.595007E+02  -0.438318E+01   0.419672E-06  -0.438318E+01   0.316173E+01  -0.154316E-07   0.419672E-06  -0.154316E-07   0.129561E-08
  2576   0.594508E+02  -0.442010E+01   0.417186E-06  -0.442010E+01   0.315543E+01  -0.161511E-07   0.417186E-06  -0.161511E-07   0.129467E-08
  2577   0.594033E+02  -0.445654E+01   0.414515E-06  -0.445654E+01   0.314884E+01  -0.168638E-07   0.414515E-06  -0.168638E-07   0.129373E-08
  2578   0.593582E+02  -0.449249E+01   0.411632E-06  -0.449249E+01   0.314198E+01  -0.175666E-07   0.411632E-06  -0.175666E-07   0.129279E-08
  2579   0.593154E+02  -0.452795E+01   0.408512E-06  -0.452795E+01   0.313485E+01  -0.182563E-07   0.408512E-06  -0.182563E-07   0.129185E-08
  2580   0.592750E+02  -0.456289E+01   0.405127E-06  -0.456289E+01   0.312744E+01  -0.189297E-07   0.405127E-06  -0.189297E-07   0.129091E-08
  2581   0.592368E+02  -0.459729E+01   0.401451E-06  -0.459729E+01   0.311975E+01  -0.195835E-07   0.401451E-06  -0.195835E-07   0.128997E-08
  2582   0.592009E+02  -0.463115E+01   0.397458E-06  -0.463115E+01   0.311180E+01  -0.202145E-07   0.397458E-06  -0.202145E-07   0.128903E-08
  2583   0.591671E+02  -0.466444E+01   0.393119E-06  -0.466444E+01   0.310358E+01  -0.208197E-07   0.393119E-06  -0.208197E-07   0.128810E-08
  2584   0.591355E+02  -0.469717E+01   0.388409E-06  -0.469717E+01   0.309510E+01  -0.213957E-07   0.388409E-06  -0.213957E-07   0.128716E-08
  2585   0.591059E+02  -0.472931E+01   0.383302E-06  -0.472931E+01   0.308636E+01  -0.219393E-07   0.383302E-06  -0.219393E-07   0.128623E-08
  2586   0.590783E+02  -0.476086E+01   0.377770E-06  -0.476086E+01   0.307736E+01  -0.224474E-07   0.377770E-06  -0.224474E-07   0.128529E-08
  2587   0.590526E+02  -0.479178E+01   0.371787E-06  -0.479178E+01   0.306811E+01  -0.229168E-07   0.371787E-06  -0.229168E-07   0.128436E-08
  2588   0.590290E+02  -0.482208E+01   0.365326E-06  -0.482208E+01   0.305859E+01  -0.233443E-07   0.365326E-06  -0.233443E-07   0.128343E-08
  2589   0.590072E+02  -0.485174E+01   0.358360E-06  -0.485174E+01   0.304884E+01  -0.237266E-07   0.358360E-06  -0.237266E-07   0.128250E-08
  2590   0.589871E+02  -0.488075E+01   0.350863E-06  -0.488075E+01   0.303884E+01  -0.240606E-07   0.350863E-06  -0.240606E-07   0.128157E-08
  2591   0.589689E+02  -0.490910E+01   0.342809E-06  -0.490910E+01   0.302860E+01  -0.243431E-07   0.342809E-06  -0.243431E-07   0.128064E-08
  2592   0.589523E+02  -0.493677E+01   0.334170E-06  -0.493677E+01   0.301812E+01  -0.245708E-07   0.334170E-06  -0.245708E-07   0.127971E-08
  2593   0.589373E+02  -0.496376E+01   0.324920E-06  -0.496376E+01   0.300739E+01  -0.247406E-07   0.324920E-06  -0.247406E-07   0.127879E-08
  2594   0.589240E+02  -0.499004E+01   0.315032E-06  -0.499004E+01   0.299644E+01  -0.248492E-07   0.315032E-06  -0.248492E-07   0.127786E-08
  2595   0.589121E+02  -0.501562E+01   0.304480E-06  -0.501562E+01   0.298525E+01  -0.248935E-07   0.304480E-06  -0.248935E-07   0.127693E-08
  2596   0.589018E+02  -0.504047E+01   0.293236E-06  -0.504047E+01   0.297384E+01  -0.248703E-07   0.293236E-06  -0.248703E-07   0.127601E-08
  2597   0.588928E+02  -0.506461E+01   0.281275E-06  -0.506461E+01   0.296221E+01  -0.247764E-07   0.281275E-06  -0.247764E-07   0.127509E-08
  2598   0.588852E+02  -0.508800E+01   0.268570E-06  -0.508800E+01   0.295036E+01  -0.246085E-07   0.268570E-06  -0.246085E-07   0.127416E-08
  2599   0.588789E+02  -0.511066E+01   0.255093E-06  -0.511066E+01   0.293830E+01  -0.243635E-07   0.255093E-06  -0.243635E-07   0.127324E-08
  2600   0.588739E+02  -0.513255E+01   0.240819E-06  -0.513255E+01   0.292603E+01  -0.240381E-07   0.240819E-06  -0.240381E-07   0.127232E-08
  2601   0.588701E+02  -0.515369E+01   0.225733E-06  -0.515369E+01   0.291355E+01  -0.236303E-07   0.225733E-06  -0.236303E-07   0.127140E-08
  2602   0.588674E+02  -0.517405E+01   0.209867E-06  -0.517405E+01   0.290088E+01  -0.231423E-07   0.209867E-06  -0.231423E-07   0.127048E-08
  2603   0.588659E+02  -0.519364E+01   0.193268E-06  -0.519364E+01   0.288802E+01  -0.225772E-07   0.193268E-06  -0.225772E-07   0.126956E-08
  2604   0.588653E+02  -0.521245E+01   0.175981E-06  -0.521245E+01   0.287495E+01  -0.219384E-07   0.175981E-06  -0.219384E-07   0.126864E-08
  2605   0.588658E+02  -0.523046E+01   0.158050E-06  -0.523046E+01   0.286170E+01  -0.212290E-07   0.158050E-06  -0.212290E-07   0.126773E-08
  2606   0.588671E+02  -0.524767E+01   0.139522E-06  -0.524767E+01   0.284827E+01  -0.204525E-07   0.139522E-06  -0.204525E-07   0.126681E-08
  2607   0.588693E+02  -0.526407E+01   0.120442E-06  -0.526407E+01   0.283466E+01  -0.196120E-07   0.120442E-06  -0.196120E-07   0.126590E-08
  2608   0.588722E+02  -0.527966E+01   0.100855E-06  -0.527966E+01   0.282087E+01  -0.187108E-07   0.100855E-06  -0.187108E-07   0.126498E-08
  2609   0.588760E+02  -0.529443E+01   0.808063E-07  -0.529443E+01   0.280691E+01  -0.177521E-07   0.808063E-07  -0.177521E-07   0.126407E-08
  2610   0.588804E+02  -0.530837E+01   0.603416E-07  -0.530837E+01   0.279278E+01  -0.167393E-07   0.603416E-07  -0.167393E-07   0.126316E-08
  2611   0.588854E+02  -0.532148E+01   0.395060E-07  -0.532148E+01   0.277849E+01  -0.156755E-07   0.395060E-07  -0.156755E-07   0.126224E-08
  2612   0.588910E+02  -0.533377E+01   0.183451E-07  -0.533377E+01   0.276405E+01  -0.145640E-07   0.183451E-07  -0.145640E-07   0.126133E-08
  2613   0.588971E+02  -0.534521E+01  -0.309600E-08  -0.534521E+01   0.274944E+01  -0.134082E-07  -0.309600E-08  -0.134082E-07   0.126042E-08
  2614   0.589037E+02  -0.535582E+01  -0.247718E-07  -0.535582E+01   0.273469E+01  -0.122112E-07  -0.247718E-07  -0.122112E-07   0.125951E-08
  2615   0.589106E+02  -0.536557E+01  -0.466369E-07  -0.536557E+01   0.271980E+01  -0.109764E-07  -0.466369E-07  -0.109764E-07   0.125861E-08
  2616   0.589180E+02  -0.537448E+01  -0.686461E-07  -0.537448E+01   0.270477E+01  -0.970688E-08  -0.686461E-07  -0.970688E-08   0.125770E-08
  2617   0.589256E+02  -0.538254E+01  -0.907540E-07  -0.538254E+01   0.268960E+01  -0.840604E-08  -0.907540E-07  -0.840604E-08   0.125679E-08
  2618   0.589334E+02  -0.538976E+01  -0.112915E-06  -0.538976E+01   0.267430E+01  -0.707710E-08  -0.112915E-06  -0.707710E-08   0.125589E-08
  2619   0.589414E+02  -0.539611E+01  -0.135084E-06  -0.539611E+01   0.265888E+01  -0.572332E-08  -0.135084E-06  -0.572332E-08   0.125498E-08
  2620   0.589496E+02  -0.540162E+01  -0.157216E-06  -0.540162E+01   0.264334E+01  -0.434797E-08  -0.157216E-06  -0.434797E-08   0.125408E-08
  2621   0.589579E+02  -0.540627E+01  -0.179265E-06  -0.540627E+01   0.262769E+01  -0.295429E-08  -0.179265E-06  -0.295429E-08   0.125318E-08
  2622   0.589662E+02  -0.541006E+01  -0.201186E-06  -0.541006E+01   0.261192E+01  -0.154556E-08  -0.201186E-06  -0.154556E-08   0.125228E-08
  2623   0.589744E+02  -0.541300E+01  -0.222933E-06  -0.541300E+01   0.259606E+01  -0.125042E-09  -0.222933E-06  -0.125042E-09   0.125138E-08
  2624   0.589826E+02  -0.541508E+01  -0.244462E-06  -0.541508E+01   0.258009E+01   0.130402E-08  -0.244462E-06   0.130402E-08   0.125048E-08
  2625   0.589906E+02  -0.541631E+01  -0.265726E-06  -0.541631E+01   0.256403E+01   0.273835E-08  -0.265726E-06   0.273835E-08   0.124958E-08
  2626   0.589984E+02  -0.541667E+01  -0.286681E-06  -0.541667E+01   0.254788E+01   0.417469E-08  -0.286681E-06   0.417469E-08   0.124868E-08
  2627   0.590060E+02  -0.541618E+01  -0.307281E-06  -0.541618E+01   0.253164E+01   0.560979E-08  -0.307281E-06   0.560979E-08   0.124779E-08
  2628   0.590132E+02  -0.541483E+01  -0.327480E-06  -0.541483E+01   0.251533E+01   0.704037E-08  -0.327480E-06   0.704037E-08   0.124689E-08
  2629   0.590201E+02  -0.541263E+01  -0.347234E-06  -0.541263E+01   0.249894E+01   0.846319E-08  -0.347234E-06   0.846319E-08   0.124599E-08
  2630   0.590265E+02  -0.540957E+01  -0.366497E-06  -0.540957E+01   0.248248E+01   0.987498E-08  -0.366497E-06   0.987498E-08   0.124510E-08
  2631   0.590326E+02  -0.540566E+01  -0.385224E-06  -0.540566E+01   0.246595E+01   0.112725E-07  -0.385224E-06   0.112725E-07   0.124421E-08
  2632   0.590380E+02  -0.540091E+01  -0.403369E-06  -0.540091E+01   0.244937E+01   0.126524E-07  -0.403369E-06   0.126524E-07   0.124332E-08
  2633   0.590430E+02  -0.539532E+01  -0.420887E-06  -0.539532E+01   0.243273E+01   0.140115E-07  -0.420887E-06   0.140115E-07   0.124243E-08
  2634   0.590473E+02  -0.538890E+01  -0.437733E-06  -0.538890E+01   0.241605E+01   0.153466E-07  -0.437733E-06   0.153466E-07   0.124154E-08
  2635   0.590511E+02  -0.538164E+01  -0.453861E-06  -0.538164E+01   0.239933E+01   0.166543E-07  -0.453861E-06   0.166543E-07   0.124065E-08
  2636   0.590541E+02  -0.537356E+01  -0.469226E-06  -0.537356E+01   0.238257E+01   0.179315E-07  -0.469226E-06   0.179315E-07   0.123976E-08
