#    L    TT             EE             BB             TE          
   396   0.176282E+04   0.215892E+02   0.430542E-01   0.582366E+01
   397   0.175728E+04   0.215792E+02   0.431888E-01   0.391178E+01
   398   0.175216E+04   0.215651E+02   0.433241E-01   0.200808E+01
   399   0.174745E+04   0.215471E+02   0.434601E-01   0.113341E+00
   400   0.174316E+04   0.215252E+02   0.435969E-01  -0.177167E+01
   401   0.173929E+04   0.214993E+02   0.437344E-01  -0.364619E+01
   402   0.173583E+04   0.214694E+02   0.438727E-01  -0.550948E+01
   403   0.173277E+04   0.214356E+02   0.440117E-01  -0.736079E+01
   404   0.173013E+04   0.213980E+02   0.441516E-01  -0.919935E+01
   405   0.172787E+04   0.213563E+02   0.442922E-01  -0.110244E+02
   406   0.172601E+04   0.213109E+02   0.444337E-01  -0.128354E+02
   407   0.172454E+04   0.212617E+02   0.445760E-01  -0.146313E+02
   408   0.172346E+04   0.212085E+02   0.447192E-01  -0.164115E+02
   409   0.172274E+04   0.211516E+02   0.448632E-01  -0.181753E+02
   410   0.172242E+04   0.210909E+02   0.450081E-01  -0.199218E+02
   411   0.172244E+04   0.210265E+02   0.451539E-01  -0.216506E+02
   412   0.172284E+04   0.209584E+02   0.453006E-01  -0.233608E+02
   413   0.172360E+04   0.208865E+02   0.454482E-01  -0.250521E+02
   414   0.172471E+04   0.208111E+02   0.455967E-01  -0.267236E+02
   415   0.172616E+04   0.207321E+02   0.457461E-01  -0.283749E+02
   416   0.172797E+04   0.206496E+02   0.458965E-01  -0.300053E+02
   417   0.173011E+04   0.205635E+02   0.460478E-01  -0.316140E+02
   418   0.173259E+04   0.204740E+02   0.462001E-01  -0.332006E+02
   419   0.173539E+04   0.203811E+02   0.463534E-01  -0.347643E+02
   420   0.173853E+04   0.202847E+02   0.465076E-01  -0.363046E+02
   421   0.174198E+04   0.201850E+02   0.466629E-01  -0.378209E+02
   422   0.174574E+04   0.200819E+02   0.468191E-01  -0.393123E+02
   423   0.174982E+04   0.199755E+02   0.469763E-01  -0.407784E+02
   424   0.175420E+04   0.198658E+02   0.471345E-01  -0.422186E+02
   425   0.175887E+04   0.197530E+02   0.472938E-01  -0.436323E+02
   426   0.176384E+04   0.196369E+02   0.474540E-01  -0.450193E+02
   427   0.176908E+04   0.195179E+02   0.476153E-01  -0.463790E+02
   428   0.177461E+04   0.193960E+02   0.477776E-01  -0.477111E+02
   429   0.178039E+04   0.192712E+02   0.479409E-01  -0.490151E+02
   430   0.178643E+04   0.191435E+02   0.481052E-01  -0.502906E+02
   431   0.179273E+04   0.190133E+02   0.482705E-01  -0.515372E+02
   432   0.179926E+04   0.188803E+02   0.484369E-01  -0.527546E+02
   433   0.180605E+04   0.187447E+02   0.486043E-01  -0.539421E+02
   434   0.181307E+04   0.186067E+02   0.487727E-01  -0.550996E+02
   435   0.182031E+04   0.184662E+02   0.489421E-01  -0.562264E+02
   436   0.182779E+04   0.183232E+02   0.491126E-01  -0.573222E+02
   437   0.183548E+04   0.181779E+02   0.492840E-01  -0.583865E+02
   438   0.184339E+04   0.180304E+02   0.494565E-01  -0.594190E+02
   439   0.185150E+04   0.178806E+02   0.496299E-01  -0.604193E+02
   440   0.185982E+04   0.177287E+02   0.498044E-01  -0.613871E+02
   441   0.186832E+04   0.175748E+02   0.499798E-01  -0.623220E+02
   442   0.187700E+04   0.174188E+02   0.501562E-01  -0.632239E+02
   443   0.188585E+04   0.172611E+02   0.503336E-01  -0.640923E+02
   444   0.189487E+04   0.171015E+02   0.505119E-01  -0.649270E+02
   445   0.190403E+04   0.169402E+02   0.506912E-01  -0.657278E+02
   446   0.191334E+04   0.167773E+02   0.508714E-01  -0.664943E+02
   447   0.192279E+04   0.166129E+02   0.510526E-01  -0.672265E+02
   448   0.193239E+04   0.164471E+02   0.512347E-01  -0.679244E+02
   449   0.194211E+04   0.162799E+02   0.514176E-01  -0.685878E+02
   450   0.195195E+04   0.161114E+02   0.516015E-01  -0.692165E+02
   451   0.196192E+04   0.159418E+02   0.517862E-01  -0.698106E+02
   452   0.197202E+04   0.157712E+02   0.519719E-01  -0.703697E+02
   453   0.198221E+04   0.155995E+02   0.521583E-01  -0.708938E+02
   454   0.199250E+04   0.154270E+02   0.523456E-01  -0.713827E+02
   455   0.200288E+04   0.152537E+02   0.525337E-01  -0.718363E+02
   456   0.201334E+04   0.150796E+02   0.527226E-01  -0.722544E+02
   457   0.202388E+04   0.149049E+02   0.529123E-01  -0.726368E+02
   458   0.203447E+04   0.147296E+02   0.531027E-01  -0.729832E+02
   459   0.204510E+04   0.145539E+02   0.532939E-01  -0.732939E+02
   460   0.205579E+04   0.143779E+02   0.534859E-01  -0.735689E+02
   461   0.206650E+04   0.142015E+02   0.536785E-01  -0.738074E+02
   462   0.207727E+04   0.140251E+02   0.538719E-01  -0.740117E+02
   463   0.208806E+04   0.138486E+02   0.540659E-01  -0.741804E+02
   464   0.209890E+04   0.136723E+02   0.542606E-01  -0.743142E+02
   465   0.210974E+04   0.134961E+02   0.544559E-01  -0.744132E+02
   466   0.212062E+04   0.133202E+02   0.546518E-01  -0.744782E+02
   467   0.213151E+04   0.131448E+02   0.548483E-01  -0.745083E+02
   468   0.214240E+04   0.129699E+02   0.550454E-01  -0.745044E+02
   469   0.215329E+04   0.127956E+02   0.552431E-01  -0.744665E+02
   470   0.216417E+04   0.126219E+02   0.554413E-01  -0.743946E+02
   471   0.217501E+04   0.124490E+02   0.556400E-01  -0.742880E+02
   472   0.218583E+04   0.122770E+02   0.558392E-01  -0.741483E+02
   473   0.219660E+04   0.121060E+02   0.560389E-01  -0.739738E+02
   474   0.220733E+04   0.119361E+02   0.562390E-01  -0.737670E+02
   475   0.221801E+04   0.117673E+02   0.564396E-01  -0.735263E+02
   476   0.222864E+04   0.115999E+02   0.566406E-01  -0.732525E+02
   477   0.223920E+04   0.114337E+02   0.568419E-01  -0.729464E+02
   478   0.224970E+04   0.112691E+02   0.570437E-01  -0.726079E+02
   479   0.226015E+04   0.111061E+02   0.572457E-01  -0.722382E+02
   480   0.227052E+04   0.109448E+02   0.574481E-01  -0.718367E+02
   481   0.228082E+04   0.107852E+02   0.576508E-01  -0.714040E+02
   482   0.229103E+04   0.106276E+02   0.578537E-01  -0.709406E+02
   483   0.230115E+04   0.104719E+02   0.580569E-01  -0.704469E+02
   484   0.231117E+04   0.103183E+02   0.582603E-01  -0.699231E+02
   485   0.232108E+04   0.101669E+02   0.584639E-01  -0.693697E+02
   486   0.233087E+04   0.100178E+02   0.586677E-01  -0.687870E+02
   487   0.234055E+04   0.987095E+01   0.588716E-01  -0.681755E+02
   488   0.235009E+04   0.972666E+01   0.590757E-01  -0.675356E+02
   489   0.235951E+04   0.958483E+01   0.592799E-01  -0.668679E+02
   490   0.236879E+04   0.944569E+01   0.594841E-01  -0.661727E+02
   491   0.237794E+04   0.930929E+01   0.596884E-01  -0.654509E+02
   492   0.238695E+04   0.917565E+01   0.598927E-01  -0.647026E+02
   493   0.239582E+04   0.904491E+01   0.600970E-01  -0.639287E+02
   494   0.240455E+04   0.891721E+01   0.603012E-01  -0.631294E+02
   495   0.241313E+04   0.879262E+01   0.605054E-01  -0.623054E+02
   496   0.242156E+04   0.867114E+01   0.607096E-01  -0.614571E+02
   497   0.242982E+04   0.855292E+01   0.609136E-01  -0.605853E+02
   498   0.243791E+04   0.843803E+01   0.611175E-01  -0.596903E+02
   499   0.244583E+04   0.832653E+01   0.613212E-01  -0.587729E+02
   500   0.245358E+04   0.821858E+01   0.615247E-01  -0.578334E+02
   501   0.246113E+04   0.811417E+01   0.617280E-01  -0.568725E+02
   502   0.246850E+04   0.801345E+01   0.619310E-01  -0.558908E+02
   503   0.247567E+04   0.791640E+01   0.621338E-01  -0.548890E+02
   504   0.248266E+04   0.782325E+01   0.623362E-01  -0.538678E+02
   505   0.248945E+04   0.773392E+01   0.625383E-01  -0.528280E+02
   506   0.249604E+04   0.764855E+01   0.627401E-01  -0.517700E+02
   507   0.250245E+04   0.756722E+01   0.629414E-01  -0.506947E+02
   508   0.250865E+04   0.749000E+01   0.631424E-01  -0.496027E+02
   509   0.251464E+04   0.741694E+01   0.633428E-01  -0.484947E+02
   510   0.252044E+04   0.734811E+01   0.635428E-01  -0.473714E+02
   511   0.252603E+04   0.728356E+01   0.637423E-01  -0.462335E+02
   512   0.253142E+04   0.722335E+01   0.639412E-01  -0.450817E+02
   513   0.253659E+04   0.716754E+01   0.641396E-01  -0.439166E+02
   514   0.254156E+04   0.711618E+01   0.643373E-01  -0.427389E+02
   515   0.254631E+04   0.706933E+01   0.645344E-01  -0.415494E+02
   516   0.255084E+04   0.702704E+01   0.647309E-01  -0.403488E+02
   517   0.255516E+04   0.698936E+01   0.649267E-01  -0.391377E+02
   518   0.255925E+04   0.695634E+01   0.651217E-01  -0.379169E+02
   519   0.256312E+04   0.692803E+01   0.653160E-01  -0.366872E+02
   520   0.256676E+04   0.690446E+01   0.655096E-01  -0.354492E+02
   521   0.257017E+04   0.688570E+01   0.657023E-01  -0.342037E+02
   522   0.257335E+04   0.687179E+01   0.658942E-01  -0.329513E+02
   523   0.257629E+04   0.686276E+01   0.660852E-01  -0.316929E+02
   524   0.257900E+04   0.685863E+01   0.662754E-01  -0.304292E+02
   525   0.258147E+04   0.685945E+01   0.664646E-01  -0.291608E+02
   526   0.258372E+04   0.686522E+01   0.666529E-01  -0.278886E+02
   527   0.258574E+04   0.687600E+01   0.668402E-01  -0.266132E+02
   528   0.258752E+04   0.689180E+01   0.670266E-01  -0.253353E+02
   529   0.258908E+04   0.691265E+01   0.672119E-01  -0.240557E+02
   530   0.259041E+04   0.693856E+01   0.673962E-01  -0.227753E+02
   531   0.259150E+04   0.696957E+01   0.675794E-01  -0.214946E+02
   532   0.259236E+04   0.700567E+01   0.677615E-01  -0.202147E+02
   533   0.259300E+04   0.704688E+01   0.679426E-01  -0.189362E+02
   534   0.259340E+04   0.709323E+01   0.681225E-01  -0.176599E+02
   535   0.259358E+04   0.714474E+01   0.683012E-01  -0.163865E+02
   536   0.259352E+04   0.720140E+01   0.684787E-01  -0.151171E+02
   537   0.259323E+04   0.726323E+01   0.686551E-01  -0.138521E+02
   538   0.259272E+04   0.733023E+01   0.688302E-01  -0.125923E+02
   539   0.259199E+04   0.740239E+01   0.690042E-01  -0.113386E+02
   540   0.259101E+04   0.747972E+01   0.691768E-01  -0.100917E+02
   541   0.258983E+04   0.756222E+01   0.693482E-01  -0.885210E+01
   542   0.258842E+04   0.764988E+01   0.695183E-01  -0.762077E+01
   543   0.258679E+04   0.774270E+01   0.696871E-01  -0.639834E+01
   544   0.258494E+04   0.784068E+01   0.698545E-01  -0.518553E+01
   545   0.258287E+04   0.794377E+01   0.700207E-01  -0.398300E+01
   546   0.258059E+04   0.805199E+01   0.701854E-01  -0.279141E+01
   547   0.257809E+04   0.816530E+01   0.703488E-01  -0.161146E+01
   548   0.257538E+04   0.828362E+01   0.705109E-01  -0.443800E+00
   549   0.257246E+04   0.840710E+01   0.706715E-01   0.710876E+00
   550   0.256932E+04   0.853551E+01   0.708307E-01   0.185190E+01
   551   0.256599E+04   0.866899E+01   0.709885E-01   0.297859E+01
   552   0.256244E+04   0.880740E+01   0.711449E-01   0.409025E+01
   553   0.255870E+04   0.895073E+01   0.712999E-01   0.518621E+01
   554   0.255476E+04   0.909896E+01   0.714534E-01   0.626581E+01
   555   0.255063E+04   0.925204E+01   0.716054E-01   0.732835E+01
   556   0.254630E+04   0.940995E+01   0.717560E-01   0.837316E+01
   557   0.254179E+04   0.957261E+01   0.719051E-01   0.939965E+01
   558   0.253710E+04   0.974003E+01   0.720527E-01   0.104071E+02
   559   0.253222E+04   0.991212E+01   0.721988E-01   0.113950E+02
   560   0.252716E+04   0.100889E+02   0.723434E-01   0.123628E+02
   561   0.252193E+04   0.102702E+02   0.724865E-01   0.133098E+02
   562   0.251651E+04   0.104560E+02   0.726282E-01   0.142356E+02
   563   0.251094E+04   0.106463E+02   0.727683E-01   0.151395E+02
   564   0.250520E+04   0.108411E+02   0.729069E-01   0.160210E+02
   565   0.249928E+04   0.110402E+02   0.730439E-01   0.168795E+02
   566   0.249321E+04   0.112436E+02   0.731795E-01   0.177147E+02
   567   0.248698E+04   0.114512E+02   0.733135E-01   0.185259E+02
   568   0.248059E+04   0.116630E+02   0.734459E-01   0.193126E+02
   569   0.247405E+04   0.118789E+02   0.735769E-01   0.200745E+02
   570   0.246736E+04   0.120988E+02   0.737063E-01   0.208110E+02
   571   0.246052E+04   0.123226E+02   0.738342E-01   0.215215E+02
   572   0.245354E+04   0.125503E+02   0.739605E-01   0.222059E+02
   573   0.244643E+04   0.127818E+02   0.740853E-01   0.228636E+02
   574   0.243917E+04   0.130170E+02   0.742086E-01   0.234943E+02
   575   0.243180E+04   0.132559E+02   0.743303E-01   0.240977E+02
   576   0.242430E+04   0.134983E+02   0.744505E-01   0.246733E+02
   577   0.241670E+04   0.137442E+02   0.745691E-01   0.252208E+02
   578   0.240897E+04   0.139934E+02   0.746862E-01   0.257398E+02
   579   0.240114E+04   0.142460E+02   0.748018E-01   0.262301E+02
   580   0.239321E+04   0.145017E+02   0.749159E-01   0.266913E+02
   581   0.238519E+04   0.147606E+02   0.750284E-01   0.271229E+02
   582   0.237707E+04   0.150224E+02   0.751394E-01   0.275247E+02
   583   0.236885E+04   0.152872E+02   0.752490E-01   0.278963E+02
   584   0.236056E+04   0.155549E+02   0.753570E-01   0.282375E+02
   585   0.235219E+04   0.158252E+02   0.754635E-01   0.285478E+02
   586   0.234374E+04   0.160982E+02   0.755685E-01   0.288271E+02
   587   0.233522E+04   0.163737E+02   0.756720E-01   0.290751E+02
   588   0.232664E+04   0.166516E+02   0.757740E-01   0.292916E+02
   589   0.231799E+04   0.169318E+02   0.758746E-01   0.294764E+02
   590   0.230930E+04   0.172143E+02   0.759737E-01   0.296293E+02
   591   0.230055E+04   0.174989E+02   0.760713E-01   0.297502E+02
   592   0.229175E+04   0.177855E+02   0.761675E-01   0.298387E+02
   593   0.228291E+04   0.180739E+02   0.762623E-01   0.298947E+02
   594   0.227403E+04   0.183642E+02   0.763557E-01   0.299182E+02
   595   0.226512E+04   0.186561E+02   0.764476E-01   0.299091E+02
   596   0.225619E+04   0.189496E+02   0.765382E-01   0.298671E+02
   597   0.224722E+04   0.192445E+02   0.766273E-01   0.297923E+02
   598   0.223824E+04   0.195407E+02   0.767151E-01   0.296845E+02
   599   0.222924E+04   0.198381E+02   0.768016E-01   0.295435E+02
   600   0.222023E+04   0.201367E+02   0.768867E-01   0.293695E+02
   601   0.221123E+04   0.204362E+02   0.769705E-01   0.291625E+02
   602   0.220221E+04   0.207365E+02   0.770530E-01   0.289224E+02
   603   0.219320E+04   0.210376E+02   0.771342E-01   0.286493E+02
   604   0.218420E+04   0.213394E+02   0.772142E-01   0.283433E+02
   605   0.217520E+04   0.216416E+02   0.772929E-01   0.280044E+02
   606   0.216623E+04   0.219443E+02   0.773704E-01   0.276326E+02
   607   0.215727E+04   0.222472E+02   0.774467E-01   0.272280E+02
   608   0.214835E+04   0.225503E+02   0.775218E-01   0.267907E+02
   609   0.213946E+04   0.228535E+02   0.775957E-01   0.263209E+02
   610   0.213059E+04   0.231566E+02   0.776685E-01   0.258187E+02
   611   0.212177E+04   0.234593E+02   0.777402E-01   0.252841E+02
   612   0.211299E+04   0.237618E+02   0.778107E-01   0.247172E+02
   613   0.210425E+04   0.240638E+02   0.778802E-01   0.241183E+02
   614   0.209558E+04   0.243652E+02   0.779487E-01   0.234876E+02
   615   0.208695E+04   0.246659E+02   0.780162E-01   0.228252E+02
   616   0.207839E+04   0.249657E+02   0.780826E-01   0.221317E+02
   617   0.206990E+04   0.252647E+02   0.781481E-01   0.214072E+02
   618   0.206148E+04   0.255628E+02   0.782126E-01   0.206521E+02
   619   0.205313E+04   0.258596E+02   0.782763E-01   0.198667E+02
   620   0.204486E+04   0.261553E+02   0.783390E-01   0.190512E+02
   621   0.203668E+04   0.264496E+02   0.784009E-01   0.182059E+02
   622   0.202859E+04   0.267424E+02   0.784619E-01   0.173312E+02
   623   0.202058E+04   0.270337E+02   0.785222E-01   0.164274E+02
   624   0.201267E+04   0.273233E+02   0.785816E-01   0.154948E+02
   625   0.200486E+04   0.276110E+02   0.786403E-01   0.145337E+02
   626   0.199716E+04   0.278967E+02   0.786983E-01   0.135444E+02
   627   0.198955E+04   0.281804E+02   0.787556E-01   0.125273E+02
   628   0.198207E+04   0.284618E+02   0.788122E-01   0.114826E+02
   629   0.197469E+04   0.287410E+02   0.788682E-01   0.104110E+02
   630   0.196743E+04   0.290178E+02   0.789236E-01   0.931284E+01
   631   0.196030E+04   0.292919E+02   0.789785E-01   0.818846E+01
   632   0.195328E+04   0.295635E+02   0.790327E-01   0.703844E+01
   633   0.194639E+04   0.298322E+02   0.790865E-01   0.586307E+01
   634   0.193964E+04   0.300981E+02   0.791397E-01   0.466288E+01
   635   0.193301E+04   0.303610E+02   0.791925E-01   0.343839E+01
   636   0.192653E+04   0.306208E+02   0.792449E-01   0.219007E+01
   637   0.192019E+04   0.308774E+02   0.792969E-01   0.918444E+00
   638   0.191399E+04   0.311307E+02   0.793485E-01  -0.375970E+00
   639   0.190793E+04   0.313806E+02   0.793998E-01  -0.169267E+01
   640   0.190202E+04   0.316270E+02   0.794507E-01  -0.303114E+01
   641   0.189627E+04   0.318698E+02   0.795014E-01  -0.439084E+01
   642   0.189066E+04   0.321089E+02   0.795518E-01  -0.577121E+01
   643   0.188523E+04   0.323442E+02   0.796020E-01  -0.717163E+01
   644   0.187993E+04   0.325755E+02   0.796519E-01  -0.859151E+01
   645   0.187481E+04   0.328028E+02   0.797017E-01  -0.100303E+02
   646   0.186985E+04   0.330259E+02   0.797514E-01  -0.114873E+02
   647   0.186506E+04   0.332448E+02   0.798009E-01  -0.129619E+02
   648   0.186043E+04   0.334593E+02   0.798504E-01  -0.144536E+02
   649   0.185597E+04   0.336693E+02   0.798998E-01  -0.159617E+02
   650   0.185169E+04   0.338748E+02   0.799492E-01  -0.174856E+02
   651   0.184758E+04   0.340758E+02   0.799985E-01  -0.190245E+02
   652   0.184364E+04   0.342722E+02   0.800479E-01  -0.205779E+02
   653   0.183989E+04   0.344639E+02   0.800973E-01  -0.221450E+02
   654   0.183631E+04   0.346509E+02   0.801468E-01  -0.237254E+02
   655   0.183292E+04   0.348331E+02   0.801964E-01  -0.253183E+02
   656   0.182971E+04   0.350104E+02   0.802462E-01  -0.269229E+02
   657   0.182668E+04   0.351828E+02   0.802960E-01  -0.285387E+02
   658   0.182384E+04   0.353502E+02   0.803461E-01  -0.301650E+02
   659   0.182119E+04   0.355125E+02   0.803964E-01  -0.318010E+02
   660   0.181872E+04   0.356697E+02   0.804469E-01  -0.334460E+02
   661   0.181644E+04   0.358216E+02   0.804976E-01  -0.350994E+02
   662   0.181436E+04   0.359682E+02   0.805487E-01  -0.367606E+02
   663   0.181245E+04   0.361095E+02   0.806000E-01  -0.384286E+02
   664   0.181075E+04   0.362453E+02   0.806517E-01  -0.401028E+02
   665   0.180923E+04   0.363756E+02   0.807037E-01  -0.417826E+02
   666   0.180790E+04   0.365005E+02   0.807561E-01  -0.434672E+02
   667   0.180677E+04   0.366198E+02   0.808089E-01  -0.451558E+02
   668   0.180583E+04   0.367335E+02   0.808622E-01  -0.468478E+02
   669   0.180507E+04   0.368415E+02   0.809159E-01  -0.485424E+02
   670   0.180452E+04   0.369439E+02   0.809700E-01  -0.502390E+02
   671   0.180416E+04   0.370405E+02   0.810247E-01  -0.519367E+02
   672   0.180399E+04   0.371314E+02   0.810799E-01  -0.536350E+02
   673   0.180401E+04   0.372164E+02   0.811356E-01  -0.553330E+02
   674   0.180422E+04   0.372957E+02   0.811920E-01  -0.570301E+02
   675   0.180462E+04   0.373691E+02   0.812489E-01  -0.587254E+02
   676   0.180522E+04   0.374366E+02   0.813064E-01  -0.604183E+02
   677   0.180601E+04   0.374982E+02   0.813645E-01  -0.621081E+02
   678   0.180698E+04   0.375538E+02   0.814233E-01  -0.637939E+02
   679   0.180815E+04   0.376034E+02   0.814828E-01  -0.654750E+02
   680   0.180951E+04   0.376470E+02   0.815430E-01  -0.671506E+02
   681   0.181105E+04   0.376845E+02   0.816039E-01  -0.688198E+02
   682   0.181277E+04   0.377159E+02   0.816656E-01  -0.704820E+02
   683   0.181468E+04   0.377411E+02   0.817280E-01  -0.721364E+02
   684   0.181678E+04   0.377602E+02   0.817912E-01  -0.737824E+02
   685   0.181905E+04   0.377732E+02   0.818552E-01  -0.754192E+02
   686   0.182151E+04   0.377802E+02   0.819200E-01  -0.770458E+02
   687   0.182414E+04   0.377812E+02   0.819856E-01  -0.786624E+02
   688   0.182696E+04   0.377761E+02   0.820521E-01  -0.802682E+02
   689   0.182995E+04   0.377651E+02   0.821194E-01  -0.818619E+02
   690   0.183312E+04   0.377482E+02   0.821877E-01  -0.834427E+02
   691   0.183646E+04   0.377253E+02   0.822568E-01  -0.850106E+02
   692   0.183998E+04   0.376965E+02   0.823269E-01  -0.865650E+02
   693   0.184367E+04   0.376618E+02   0.823979E-01  -0.881051E+02
   694   0.184752E+04   0.376213E+02   0.824698E-01  -0.896296E+02
   695   0.185154E+04   0.375748E+02   0.825427E-01  -0.911383E+02
   696   0.185572E+04   0.375224E+02   0.826166E-01  -0.926299E+02
   697   0.186006E+04   0.374642E+02   0.826914E-01  -0.941045E+02
   698   0.186456E+04   0.374002E+02   0.827673E-01  -0.955605E+02
   699   0.186922E+04   0.373303E+02   0.828441E-01  -0.969980E+02
   700   0.187403E+04   0.372547E+02   0.829220E-01  -0.984163E+02
   701   0.187899E+04   0.371734E+02   0.830009E-01  -0.998148E+02
   702   0.188409E+04   0.370864E+02   0.830808E-01  -0.101193E+03
   703   0.188934E+04   0.369938E+02   0.831617E-01  -0.102550E+03
   704   0.189474E+04   0.368955E+02   0.832437E-01  -0.103885E+03
   705   0.190027E+04   0.367918E+02   0.833268E-01  -0.105197E+03
   706   0.190594E+04   0.366826E+02   0.834109E-01  -0.106487E+03
   707   0.191174E+04   0.365681E+02   0.834961E-01  -0.107753E+03
   708   0.191767E+04   0.364481E+02   0.835823E-01  -0.108996E+03
   709   0.192374E+04   0.363229E+02   0.836696E-01  -0.110214E+03
   710   0.192992E+04   0.361924E+02   0.837580E-01  -0.111407E+03
   711   0.193623E+04   0.360568E+02   0.838474E-01  -0.112574E+03
   712   0.194266E+04   0.359161E+02   0.839379E-01  -0.113716E+03
   713   0.194920E+04   0.357703E+02   0.840295E-01  -0.114830E+03
   714   0.195585E+04   0.356196E+02   0.841222E-01  -0.115917E+03
   715   0.196261E+04   0.354640E+02   0.842159E-01  -0.116977E+03
   716   0.196947E+04   0.353034E+02   0.843107E-01  -0.118009E+03
   717   0.197642E+04   0.351379E+02   0.844066E-01  -0.119012E+03
   718   0.198348E+04   0.349677E+02   0.845035E-01  -0.119986E+03
   719   0.199062E+04   0.347928E+02   0.846015E-01  -0.120929E+03
   720   0.199786E+04   0.346133E+02   0.847005E-01  -0.121843E+03
   721   0.200518E+04   0.344294E+02   0.848006E-01  -0.122727E+03
   722   0.201258E+04   0.342411E+02   0.849017E-01  -0.123580E+03
   723   0.202007E+04   0.340486E+02   0.850039E-01  -0.124403E+03
   724   0.202763E+04   0.338520E+02   0.851070E-01  -0.125194E+03
   725   0.203527E+04   0.336514E+02   0.852112E-01  -0.125954E+03
   726   0.204298E+04   0.334468E+02   0.853164E-01  -0.126682E+03
   727   0.205076E+04   0.332384E+02   0.854226E-01  -0.127378E+03
   728   0.205860E+04   0.330262E+02   0.855297E-01  -0.128043E+03
   729   0.206650E+04   0.328104E+02   0.856379E-01  -0.128673E+03
   730   0.207445E+04   0.325910E+02   0.857470E-01  -0.129271E+03
   731   0.208246E+04   0.323681E+02   0.858570E-01  -0.129836E+03
   732   0.209051E+04   0.321418E+02   0.859680E-01  -0.130367E+03
   733   0.209861E+04   0.319123E+02   0.860799E-01  -0.130864E+03
   734   0.210675E+04   0.316794E+02   0.861927E-01  -0.131325E+03
   735   0.211491E+04   0.314436E+02   0.863064E-01  -0.131753E+03
   736   0.212312E+04   0.312049E+02   0.864210E-01  -0.132147E+03
   737   0.213134E+04   0.309632E+02   0.865365E-01  -0.132505E+03
   738   0.213959E+04   0.307188E+02   0.866528E-01  -0.132828E+03
   739   0.214786E+04   0.304718E+02   0.867700E-01  -0.133116E+03
   740   0.215614E+04   0.302223E+02   0.868880E-01  -0.133367E+03
   741   0.216443E+04   0.299705E+02   0.870067E-01  -0.133584E+03
   742   0.217272E+04   0.297164E+02   0.871263E-01  -0.133765E+03
   743   0.218101E+04   0.294602E+02   0.872467E-01  -0.133909E+03
   744   0.218930E+04   0.292020E+02   0.873677E-01  -0.134018E+03
   745   0.219757E+04   0.289420E+02   0.874896E-01  -0.134091E+03
   746   0.220583E+04   0.286803E+02   0.876121E-01  -0.134128E+03
   747   0.221407E+04   0.284169E+02   0.877353E-01  -0.134129E+03
   748   0.222228E+04   0.281520E+02   0.878592E-01  -0.134093E+03
   749   0.223048E+04   0.278857E+02   0.879838E-01  -0.134022E+03
   750   0.223864E+04   0.276181E+02   0.881090E-01  -0.133915E+03
   751   0.224676E+04   0.273494E+02   0.882348E-01  -0.133771E+03
   752   0.225484E+04   0.270796E+02   0.883613E-01  -0.133590E+03
   753   0.226287E+04   0.268089E+02   0.884882E-01  -0.133375E+03
   754   0.227087E+04   0.265374E+02   0.886158E-01  -0.133123E+03
   755   0.227881E+04   0.262652E+02   0.887439E-01  -0.132835E+03
   756   0.228669E+04   0.259925E+02   0.888724E-01  -0.132512E+03
   757   0.229453E+04   0.257194E+02   0.890015E-01  -0.132153E+03
   758   0.230231E+04   0.254460E+02   0.891310E-01  -0.131760E+03
   759   0.231003E+04   0.251726E+02   0.892610E-01  -0.131331E+03
   760   0.231769E+04   0.248992E+02   0.893914E-01  -0.130867E+03
   761   0.232528E+04   0.246259E+02   0.895222E-01  -0.130369E+03
   762   0.233280E+04   0.243528E+02   0.896533E-01  -0.129836E+03
   763   0.234025E+04   0.240802E+02   0.897848E-01  -0.129269E+03
   764   0.234761E+04   0.238079E+02   0.899167E-01  -0.128667E+03
   765   0.235488E+04   0.235363E+02   0.900488E-01  -0.128031E+03
   766   0.236207E+04   0.232654E+02   0.901811E-01  -0.127360E+03
   767   0.236916E+04   0.229952E+02   0.903137E-01  -0.126654E+03
   768   0.237615E+04   0.227259E+02   0.904466E-01  -0.125914E+03
   769   0.238303E+04   0.224578E+02   0.905796E-01  -0.125141E+03
   770   0.238981E+04   0.221909E+02   0.907128E-01  -0.124335E+03
   771   0.239648E+04   0.219253E+02   0.908461E-01  -0.123496E+03
   772   0.240303E+04   0.216613E+02   0.909795E-01  -0.122624E+03
   773   0.240946E+04   0.213988E+02   0.911129E-01  -0.121721E+03
   774   0.241576E+04   0.211382E+02   0.912465E-01  -0.120786E+03
   775   0.242194E+04   0.208794E+02   0.913800E-01  -0.119819E+03
   776   0.242800E+04   0.206226E+02   0.915136E-01  -0.118823E+03
   777   0.243393E+04   0.203679E+02   0.916471E-01  -0.117796E+03
   778   0.243973E+04   0.201154E+02   0.917805E-01  -0.116739E+03
   779   0.244541E+04   0.198653E+02   0.919138E-01  -0.115653E+03
   780   0.245095E+04   0.196176E+02   0.920470E-01  -0.114540E+03
   781   0.245637E+04   0.193725E+02   0.921801E-01  -0.113397E+03
   782   0.246165E+04   0.191300E+02   0.923129E-01  -0.112228E+03
   783   0.246679E+04   0.188902E+02   0.924456E-01  -0.111029E+03
   784   0.247179E+04   0.186533E+02   0.925779E-01  -0.109804E+03
   785   0.247664E+04   0.184193E+02   0.927100E-01  -0.108552E+03
   786   0.248133E+04   0.181884E+02   0.928418E-01  -0.107271E+03
