#    L    TT             EE             BB             TE          
   786   0.247434E+04   0.185244E+02   0.933637E-01  -0.109080E+03
   787   0.247909E+04   0.182926E+02   0.934963E-01  -0.107815E+03
   788   0.248368E+04   0.180639E+02   0.936286E-01  -0.106521E+03
   789   0.248810E+04   0.178384E+02   0.937605E-01  -0.105201E+03
   790   0.249236E+04   0.176162E+02   0.938920E-01  -0.103854E+03
   791   0.249645E+04   0.173975E+02   0.940231E-01  -0.102484E+03
   792   0.250038E+04   0.171824E+02   0.941538E-01  -0.101089E+03
   793   0.250414E+04   0.169711E+02   0.942839E-01  -0.996708E+02
   794   0.250773E+04   0.167637E+02   0.944136E-01  -0.982303E+02
   795   0.251114E+04   0.165603E+02   0.945427E-01  -0.967688E+02
   796   0.251438E+04   0.163610E+02   0.946712E-01  -0.952856E+02
   797   0.251745E+04   0.161658E+02   0.947991E-01  -0.937821E+02
   798   0.252035E+04   0.159747E+02   0.949263E-01  -0.922583E+02
   799   0.252308E+04   0.157880E+02   0.950529E-01  -0.907150E+02
   800   0.252563E+04   0.156055E+02   0.951788E-01  -0.891514E+02
   801   0.252801E+04   0.154273E+02   0.953040E-01  -0.875696E+02
   802   0.253021E+04   0.152535E+02   0.954284E-01  -0.859689E+02
   803   0.253224E+04   0.150842E+02   0.955520E-01  -0.843500E+02
   804   0.253409E+04   0.149194E+02   0.956748E-01  -0.827144E+02
   805   0.253575E+04   0.147594E+02   0.957967E-01  -0.810612E+02
   806   0.253721E+04   0.146042E+02   0.959178E-01  -0.793927E+02
   807   0.253848E+04   0.144539E+02   0.960380E-01  -0.777074E+02
   808   0.253955E+04   0.143087E+02   0.961572E-01  -0.760081E+02
   809   0.254042E+04   0.141686E+02   0.962755E-01  -0.742941E+02
   810   0.254108E+04   0.140337E+02   0.963928E-01  -0.725662E+02
   811   0.254154E+04   0.139041E+02   0.965091E-01  -0.708258E+02
   812   0.254181E+04   0.137796E+02   0.966244E-01  -0.690737E+02
   813   0.254189E+04   0.136605E+02   0.967386E-01  -0.673108E+02
   814   0.254177E+04   0.135466E+02   0.968517E-01  -0.655378E+02
   815   0.254148E+04   0.134381E+02   0.969637E-01  -0.637557E+02
   816   0.254101E+04   0.133350E+02   0.970746E-01  -0.619654E+02
   817   0.254035E+04   0.132374E+02   0.971843E-01  -0.601672E+02
   818   0.253950E+04   0.131452E+02   0.972928E-01  -0.583614E+02
   819   0.253846E+04   0.130586E+02   0.974002E-01  -0.565483E+02
   820   0.253721E+04   0.129776E+02   0.975063E-01  -0.547284E+02
   821   0.253576E+04   0.129023E+02   0.976111E-01  -0.529021E+02
   822   0.253410E+04   0.128328E+02   0.977147E-01  -0.510694E+02
   823   0.253222E+04   0.127690E+02   0.978171E-01  -0.492310E+02
   824   0.253013E+04   0.127111E+02   0.979181E-01  -0.473878E+02
   825   0.252784E+04   0.126590E+02   0.980177E-01  -0.455409E+02
   826   0.252535E+04   0.126128E+02   0.981160E-01  -0.436915E+02
   827   0.252266E+04   0.125724E+02   0.982130E-01  -0.418408E+02
   828   0.251978E+04   0.125379E+02   0.983086E-01  -0.399896E+02
   829   0.251672E+04   0.125093E+02   0.984027E-01  -0.381393E+02
   830   0.251349E+04   0.124866E+02   0.984955E-01  -0.362909E+02
   831   0.251007E+04   0.124698E+02   0.985868E-01  -0.344445E+02
   832   0.250647E+04   0.124590E+02   0.986767E-01  -0.326008E+02
   833   0.250267E+04   0.124541E+02   0.987651E-01  -0.307599E+02
   834   0.249869E+04   0.124553E+02   0.988520E-01  -0.289220E+02
   835   0.249451E+04   0.124624E+02   0.989374E-01  -0.270877E+02
   836   0.249012E+04   0.124756E+02   0.990213E-01  -0.252570E+02
   837   0.248553E+04   0.124949E+02   0.991036E-01  -0.234305E+02
   838   0.248074E+04   0.125203E+02   0.991844E-01  -0.216089E+02
   839   0.247575E+04   0.125516E+02   0.992637E-01  -0.197933E+02
   840   0.247058E+04   0.125889E+02   0.993414E-01  -0.179845E+02
   841   0.246522E+04   0.126321E+02   0.994175E-01  -0.161835E+02
   842   0.245969E+04   0.126812E+02   0.994920E-01  -0.143912E+02
   843   0.245397E+04   0.127362E+02   0.995650E-01  -0.126086E+02
   844   0.244810E+04   0.127968E+02   0.996363E-01  -0.108366E+02
   845   0.244206E+04   0.128633E+02   0.997059E-01  -0.907560E+01
   846   0.243584E+04   0.129357E+02   0.997740E-01  -0.732635E+01
   847   0.242945E+04   0.130139E+02   0.998404E-01  -0.558922E+01
   848   0.242289E+04   0.130979E+02   0.999051E-01  -0.386478E+01
   849   0.241615E+04   0.131878E+02   0.999682E-01  -0.215353E+01
   850   0.240922E+04   0.132836E+02   0.100030E+00  -0.455992E+00
   851   0.240213E+04   0.133853E+02   0.100089E+00   0.122734E+01
   852   0.239485E+04   0.134928E+02   0.100147E+00   0.289600E+01
   853   0.238740E+04   0.136060E+02   0.100204E+00   0.454953E+01
   854   0.237978E+04   0.137248E+02   0.100258E+00   0.618748E+01
   855   0.237201E+04   0.138491E+02   0.100311E+00   0.780938E+01
   856   0.236408E+04   0.139788E+02   0.100363E+00   0.941482E+01
   857   0.235601E+04   0.141137E+02   0.100412E+00   0.110033E+02
   858   0.234779E+04   0.142540E+02   0.100460E+00   0.125744E+02
   859   0.233943E+04   0.143993E+02   0.100506E+00   0.141272E+02
   860   0.233093E+04   0.145499E+02   0.100551E+00   0.156610E+02
   861   0.232229E+04   0.147057E+02   0.100593E+00   0.171750E+02
   862   0.231352E+04   0.148665E+02   0.100634E+00   0.186683E+02
   863   0.230461E+04   0.150325E+02   0.100673E+00   0.201401E+02
   864   0.229557E+04   0.152036E+02   0.100711E+00   0.215897E+02
   865   0.228639E+04   0.153797E+02   0.100747E+00   0.230162E+02
   866   0.227709E+04   0.155609E+02   0.100781E+00   0.244195E+02
   867   0.226766E+04   0.157470E+02   0.100813E+00   0.257995E+02
   868   0.225810E+04   0.159379E+02   0.100844E+00   0.271560E+02
   869   0.224841E+04   0.161335E+02   0.100873E+00   0.284890E+02
   870   0.223860E+04   0.163338E+02   0.100900E+00   0.297983E+02
   871   0.222867E+04   0.165386E+02   0.100925E+00   0.310838E+02
   872   0.221862E+04   0.167478E+02   0.100949E+00   0.323453E+02
   873   0.220845E+04   0.169614E+02   0.100971E+00   0.335823E+02
   874   0.219817E+04   0.171792E+02   0.100992E+00   0.347945E+02
   875   0.218779E+04   0.174011E+02   0.101010E+00   0.359812E+02
   876   0.217730E+04   0.176271E+02   0.101027E+00   0.371419E+02
   877   0.216672E+04   0.178569E+02   0.101043E+00   0.382760E+02
   878   0.215605E+04   0.180905E+02   0.101057E+00   0.393833E+02
   879   0.214530E+04   0.183278E+02   0.101069E+00   0.404629E+02
   880   0.213446E+04   0.185687E+02   0.101079E+00   0.415146E+02
   881   0.212354E+04   0.188131E+02   0.101088E+00   0.425379E+02
   882   0.211255E+04   0.190610E+02   0.101095E+00   0.435323E+02
   883   0.210147E+04   0.193122E+02   0.101101E+00   0.444974E+02
   884   0.209032E+04   0.195667E+02   0.101105E+00   0.454327E+02
   885   0.207910E+04   0.198245E+02   0.101108E+00   0.463378E+02
   886   0.206780E+04   0.200854E+02   0.101109E+00   0.472123E+02
   887   0.205643E+04   0.203494E+02   0.101108E+00   0.480561E+02
   888   0.204500E+04   0.206164E+02   0.101106E+00   0.488691E+02
   889   0.203350E+04   0.208861E+02   0.101102E+00   0.496515E+02
   890   0.202195E+04   0.211585E+02   0.101097E+00   0.504031E+02
   891   0.201033E+04   0.214336E+02   0.101091E+00   0.511239E+02
   892   0.199867E+04   0.217111E+02   0.101083E+00   0.518140E+02
   893   0.198695E+04   0.219910E+02   0.101073E+00   0.524732E+02
   894   0.197520E+04   0.222730E+02   0.101063E+00   0.531016E+02
   895   0.196339E+04   0.225572E+02   0.101050E+00   0.536988E+02
   896   0.195156E+04   0.228434E+02   0.101037E+00   0.542650E+02
   897   0.193968E+04   0.231314E+02   0.101022E+00   0.547999E+02
   898   0.192777E+04   0.234210E+02   0.101005E+00   0.553034E+02
   899   0.191584E+04   0.237122E+02   0.100988E+00   0.557755E+02
   900   0.190388E+04   0.240049E+02   0.100969E+00   0.562160E+02
   901   0.189190E+04   0.242987E+02   0.100949E+00   0.566248E+02
   902   0.187991E+04   0.245938E+02   0.100927E+00   0.570019E+02
   903   0.186791E+04   0.248900E+02   0.100905E+00   0.573471E+02
   904   0.185590E+04   0.251871E+02   0.100881E+00   0.576603E+02
   905   0.184388E+04   0.254850E+02   0.100856E+00   0.579416E+02
   906   0.183186E+04   0.257837E+02   0.100830E+00   0.581906E+02
   907   0.181985E+04   0.260830E+02   0.100802E+00   0.584075E+02
   908   0.180785E+04   0.263827E+02   0.100774E+00   0.585923E+02
   909   0.179585E+04   0.266829E+02   0.100745E+00   0.587449E+02
   910   0.178386E+04   0.269833E+02   0.100714E+00   0.588655E+02
   911   0.177189E+04   0.272839E+02   0.100683E+00   0.589543E+02
   912   0.175995E+04   0.275846E+02   0.100650E+00   0.590111E+02
   913   0.174802E+04   0.278852E+02   0.100616E+00   0.590363E+02
   914   0.173612E+04   0.281856E+02   0.100582E+00   0.590297E+02
   915   0.172425E+04   0.284857E+02   0.100547E+00   0.589915E+02
   916   0.171241E+04   0.287855E+02   0.100510E+00   0.589219E+02
   917   0.170060E+04   0.290847E+02   0.100473E+00   0.588209E+02
   918   0.168882E+04   0.293833E+02   0.100435E+00   0.586887E+02
   919   0.167709E+04   0.296810E+02   0.100396E+00   0.585255E+02
   920   0.166540E+04   0.299778E+02   0.100356E+00   0.583313E+02
   921   0.165374E+04   0.302736E+02   0.100316E+00   0.581063E+02
   922   0.164214E+04   0.305682E+02   0.100275E+00   0.578508E+02
   923   0.163059E+04   0.308615E+02   0.100233E+00   0.575652E+02
   924   0.161909E+04   0.311535E+02   0.100190E+00   0.572497E+02
   925   0.160765E+04   0.314439E+02   0.100147E+00   0.569047E+02
   926   0.159626E+04   0.317328E+02   0.100103E+00   0.565305E+02
   927   0.158495E+04   0.320199E+02   0.100059E+00   0.561275E+02
   928   0.157370E+04   0.323052E+02   0.100014E+00   0.556959E+02
   929   0.156252E+04   0.325886E+02   0.999681E-01   0.552361E+02
   930   0.155142E+04   0.328699E+02   0.999219E-01   0.547483E+02
   931   0.154038E+04   0.331489E+02   0.998753E-01   0.542327E+02
   932   0.152943E+04   0.334257E+02   0.998282E-01   0.536897E+02
   933   0.151856E+04   0.337002E+02   0.997806E-01   0.531194E+02
   934   0.150777E+04   0.339719E+02   0.997326E-01   0.525221E+02
   935   0.149707E+04   0.342411E+02   0.996843E-01   0.518982E+02
   936   0.148645E+04   0.345073E+02   0.996355E-01   0.512478E+02
   937   0.147592E+04   0.347708E+02   0.995865E-01   0.505715E+02
   938   0.146548E+04   0.350313E+02   0.995371E-01   0.498695E+02
   939   0.145514E+04   0.352886E+02   0.994874E-01   0.491422E+02
   940   0.144489E+04   0.355427E+02   0.994375E-01   0.483901E+02
   941   0.143475E+04   0.357935E+02   0.993874E-01   0.476132E+02
   942   0.142470E+04   0.360408E+02   0.993371E-01   0.468122E+02
   943   0.141475E+04   0.362846E+02   0.992866E-01   0.459874E+02
   944   0.140491E+04   0.365248E+02   0.992360E-01   0.451392E+02
   945   0.139519E+04   0.367613E+02   0.991853E-01   0.442682E+02
   946   0.138556E+04   0.369940E+02   0.991344E-01   0.433746E+02
   947   0.137605E+04   0.372228E+02   0.990836E-01   0.424591E+02
   948   0.136666E+04   0.374476E+02   0.990327E-01   0.415220E+02
   949   0.135737E+04   0.376684E+02   0.989818E-01   0.405637E+02
   950   0.134821E+04   0.378851E+02   0.989309E-01   0.395848E+02
   951   0.133917E+04   0.380974E+02   0.988800E-01   0.385856E+02
   952   0.133024E+04   0.383055E+02   0.988293E-01   0.375666E+02
   953   0.132144E+04   0.385091E+02   0.987787E-01   0.365282E+02
   954   0.131275E+04   0.387082E+02   0.987282E-01   0.354710E+02
   955   0.130420E+04   0.389027E+02   0.986778E-01   0.343952E+02
   956   0.129577E+04   0.390925E+02   0.986276E-01   0.333015E+02
   957   0.128747E+04   0.392775E+02   0.985777E-01   0.321903E+02
   958   0.127929E+04   0.394578E+02   0.985280E-01   0.310623E+02
   959   0.127124E+04   0.396332E+02   0.984786E-01   0.299181E+02
   960   0.126333E+04   0.398038E+02   0.984294E-01   0.287583E+02
   961   0.125556E+04   0.399694E+02   0.983806E-01   0.275834E+02
   962   0.124791E+04   0.401300E+02   0.983321E-01   0.263942E+02
   963   0.124041E+04   0.402857E+02   0.982840E-01   0.251911E+02
   964   0.123304E+04   0.404362E+02   0.982363E-01   0.239748E+02
   965   0.122581E+04   0.405817E+02   0.981890E-01   0.227456E+02
   966   0.121871E+04   0.407219E+02   0.981421E-01   0.215042E+02
   967   0.121176E+04   0.408569E+02   0.980957E-01   0.202510E+02
   968   0.120494E+04   0.409865E+02   0.980498E-01   0.189866E+02
   969   0.119827E+04   0.411108E+02   0.980044E-01   0.177115E+02
   970   0.119174E+04   0.412295E+02   0.979595E-01   0.164261E+02
   971   0.118535E+04   0.413429E+02   0.979152E-01   0.151312E+02
   972   0.117910E+04   0.414507E+02   0.978715E-01   0.138272E+02
   973   0.117299E+04   0.415529E+02   0.978283E-01   0.125147E+02
   974   0.116703E+04   0.416497E+02   0.977858E-01   0.111943E+02
   975   0.116120E+04   0.417407E+02   0.977440E-01   0.986666E+01
   976   0.115552E+04   0.418262E+02   0.977028E-01   0.853217E+01
   977   0.114999E+04   0.419059E+02   0.976622E-01   0.719160E+01
   978   0.114460E+04   0.419800E+02   0.976224E-01   0.584534E+01
   979   0.113935E+04   0.420484E+02   0.975833E-01   0.449403E+01
   980   0.113425E+04   0.421111E+02   0.975449E-01   0.313817E+01
   981   0.112930E+04   0.421681E+02   0.975073E-01   0.177832E+01
   982   0.112448E+04   0.422193E+02   0.974704E-01   0.414998E+00
   983   0.111981E+04   0.422649E+02   0.974344E-01  -0.951240E+00
   984   0.111528E+04   0.423047E+02   0.973991E-01  -0.231988E+01
   985   0.111090E+04   0.423387E+02   0.973646E-01  -0.369042E+01
   986   0.110666E+04   0.423669E+02   0.973310E-01  -0.506239E+01
   987   0.110256E+04   0.423893E+02   0.972983E-01  -0.643532E+01
   988   0.109861E+04   0.424059E+02   0.972664E-01  -0.780873E+01
   989   0.109480E+04   0.424166E+02   0.972353E-01  -0.918215E+01
   990   0.109113E+04   0.424214E+02   0.972052E-01  -0.105551E+02
   991   0.108760E+04   0.424202E+02   0.971759E-01  -0.119271E+02
   992   0.108422E+04   0.424133E+02   0.971476E-01  -0.132975E+02
   993   0.108098E+04   0.424003E+02   0.971202E-01  -0.146658E+02
   994   0.107788E+04   0.423816E+02   0.970937E-01  -0.160313E+02
   995   0.107491E+04   0.423570E+02   0.970681E-01  -0.173936E+02
   996   0.107209E+04   0.423266E+02   0.970435E-01  -0.187520E+02
   997   0.106941E+04   0.422903E+02   0.970198E-01  -0.201059E+02
   998   0.106687E+04   0.422482E+02   0.969972E-01  -0.214547E+02
   999   0.106446E+04   0.422004E+02   0.969755E-01  -0.227978E+02
  1000   0.106220E+04   0.421467E+02   0.969547E-01  -0.241344E+02
  1001   0.106006E+04   0.420873E+02   0.969350E-01  -0.254641E+02
  1002   0.105806E+04   0.420220E+02   0.969162E-01  -0.267860E+02
  1003   0.105619E+04   0.419510E+02   0.968985E-01  -0.280995E+02
  1004   0.105445E+04   0.418741E+02   0.968817E-01  -0.294040E+02
  1005   0.105283E+04   0.417914E+02   0.968660E-01  -0.306989E+02
  1006   0.105135E+04   0.417031E+02   0.968512E-01  -0.319839E+02
  1007   0.104998E+04   0.416093E+02   0.968375E-01  -0.332585E+02
  1008   0.104875E+04   0.415101E+02   0.968248E-01  -0.345228E+02
  1009   0.104764E+04   0.414056E+02   0.968131E-01  -0.357764E+02
  1010   0.104664E+04   0.412962E+02   0.968024E-01  -0.370188E+02
  1011   0.104577E+04   0.411818E+02   0.967928E-01  -0.382500E+02
  1012   0.104501E+04   0.410627E+02   0.967841E-01  -0.394697E+02
  1013   0.104436E+04   0.409386E+02   0.967765E-01  -0.406775E+02
  1014   0.104384E+04   0.408098E+02   0.967699E-01  -0.418729E+02
  1015   0.104343E+04   0.406759E+02   0.967644E-01  -0.430556E+02
  1016   0.104314E+04   0.405371E+02   0.967598E-01  -0.442251E+02
  1017   0.104296E+04   0.403931E+02   0.967563E-01  -0.453812E+02
  1018   0.104290E+04   0.402440E+02   0.967538E-01  -0.465232E+02
  1019   0.104294E+04   0.400897E+02   0.967523E-01  -0.476510E+02
  1020   0.104311E+04   0.399303E+02   0.967518E-01  -0.487637E+02
  1021   0.104337E+04   0.397661E+02   0.967523E-01  -0.498607E+02
  1022   0.104375E+04   0.395971E+02   0.967539E-01  -0.509414E+02
  1023   0.104421E+04   0.394235E+02   0.967564E-01  -0.520052E+02
  1024   0.104478E+04   0.392454E+02   0.967599E-01  -0.530513E+02
  1025   0.104544E+04   0.390631E+02   0.967644E-01  -0.540791E+02
  1026   0.104619E+04   0.388767E+02   0.967699E-01  -0.550881E+02
  1027   0.104704E+04   0.386862E+02   0.967764E-01  -0.560783E+02
  1028   0.104796E+04   0.384916E+02   0.967839E-01  -0.570497E+02
  1029   0.104899E+04   0.382930E+02   0.967923E-01  -0.580024E+02
  1030   0.105009E+04   0.380905E+02   0.968017E-01  -0.589366E+02
  1031   0.105129E+04   0.378842E+02   0.968120E-01  -0.598525E+02
  1032   0.105257E+04   0.376741E+02   0.968233E-01  -0.607500E+02
  1033   0.105394E+04   0.374601E+02   0.968354E-01  -0.616293E+02
  1034   0.105539E+04   0.372425E+02   0.968486E-01  -0.624898E+02
  1035   0.105692E+04   0.370214E+02   0.968626E-01  -0.633308E+02
  1036   0.105853E+04   0.367969E+02   0.968775E-01  -0.641519E+02
  1037   0.106020E+04   0.365691E+02   0.968934E-01  -0.649524E+02
  1038   0.106195E+04   0.363381E+02   0.969101E-01  -0.657318E+02
  1039   0.106377E+04   0.361042E+02   0.969277E-01  -0.664895E+02
  1040   0.106565E+04   0.358672E+02   0.969461E-01  -0.672248E+02
  1041   0.106759E+04   0.356275E+02   0.969654E-01  -0.679378E+02
  1042   0.106959E+04   0.353848E+02   0.969855E-01  -0.686284E+02
  1043   0.107164E+04   0.351392E+02   0.970064E-01  -0.692963E+02
  1044   0.107376E+04   0.348909E+02   0.970282E-01  -0.699422E+02
  1045   0.107592E+04   0.346396E+02   0.970507E-01  -0.705653E+02
  1046   0.107815E+04   0.343857E+02   0.970740E-01  -0.711665E+02
  1047   0.108042E+04   0.341288E+02   0.970981E-01  -0.717450E+02
  1048   0.108274E+04   0.338694E+02   0.971229E-01  -0.723008E+02
  1049   0.108512E+04   0.336075E+02   0.971485E-01  -0.728333E+02
  1050   0.108753E+04   0.333435E+02   0.971747E-01  -0.733440E+02
  1051   0.108999E+04   0.330774E+02   0.972017E-01  -0.738321E+02
  1052   0.109248E+04   0.328094E+02   0.972293E-01  -0.742969E+02
  1053   0.109501E+04   0.325398E+02   0.972576E-01  -0.747385E+02
  1054   0.109759E+04   0.322687E+02   0.972866E-01  -0.751569E+02
  1055   0.110018E+04   0.319963E+02   0.973162E-01  -0.755528E+02
  1056   0.110281E+04   0.317225E+02   0.973464E-01  -0.759255E+02
  1057   0.110547E+04   0.314475E+02   0.973771E-01  -0.762744E+02
  1058   0.110815E+04   0.311714E+02   0.974085E-01  -0.766008E+02
  1059   0.111085E+04   0.308942E+02   0.974404E-01  -0.769034E+02
  1060   0.111357E+04   0.306161E+02   0.974728E-01  -0.771821E+02
  1061   0.111631E+04   0.303371E+02   0.975057E-01  -0.774385E+02
  1062   0.111908E+04   0.300574E+02   0.975391E-01  -0.776703E+02
  1063   0.112185E+04   0.297769E+02   0.975730E-01  -0.778799E+02
  1064   0.112464E+04   0.294959E+02   0.976074E-01  -0.780656E+02
  1065   0.112743E+04   0.292144E+02   0.976421E-01  -0.782276E+02
  1066   0.113023E+04   0.289325E+02   0.976773E-01  -0.783673E+02
  1067   0.113304E+04   0.286503E+02   0.977128E-01  -0.784832E+02
  1068   0.113585E+04   0.283679E+02   0.977487E-01  -0.785761E+02
  1069   0.113866E+04   0.280855E+02   0.977850E-01  -0.786461E+02
  1070   0.114148E+04   0.278031E+02   0.978215E-01  -0.786930E+02
  1071   0.114429E+04   0.275208E+02   0.978583E-01  -0.787169E+02
  1072   0.114709E+04   0.272388E+02   0.978955E-01  -0.787186E+02
  1073   0.114988E+04   0.269572E+02   0.979328E-01  -0.786973E+02
  1074   0.115267E+04   0.266761E+02   0.979704E-01  -0.786538E+02
  1075   0.115544E+04   0.263957E+02   0.980082E-01  -0.785880E+02
  1076   0.115821E+04   0.261159E+02   0.980461E-01  -0.784992E+02
  1077   0.116095E+04   0.258369E+02   0.980842E-01  -0.783889E+02
  1078   0.116368E+04   0.255589E+02   0.981225E-01  -0.782571E+02
  1079   0.116638E+04   0.252820E+02   0.981608E-01  -0.781030E+02
  1080   0.116907E+04   0.250061E+02   0.981993E-01  -0.779281E+02
  1081   0.117173E+04   0.247315E+02   0.982377E-01  -0.777310E+02
  1082   0.117437E+04   0.244582E+02   0.982763E-01  -0.775130E+02
  1083   0.117698E+04   0.241863E+02   0.983148E-01  -0.772742E+02
  1084   0.117956E+04   0.239160E+02   0.983533E-01  -0.770146E+02
  1085   0.118211E+04   0.236473E+02   0.983918E-01  -0.767349E+02
  1086   0.118462E+04   0.233803E+02   0.984302E-01  -0.764335E+02
  1087   0.118711E+04   0.231150E+02   0.984686E-01  -0.761128E+02
  1088   0.118955E+04   0.228516E+02   0.985068E-01  -0.757719E+02
  1089   0.119195E+04   0.225903E+02   0.985450E-01  -0.754108E+02
  1090   0.119431E+04   0.223309E+02   0.985829E-01  -0.750303E+02
  1091   0.119663E+04   0.220738E+02   0.986207E-01  -0.746310E+02
  1092   0.119891E+04   0.218189E+02   0.986583E-01  -0.742122E+02
  1093   0.120114E+04   0.215664E+02   0.986957E-01  -0.737754E+02
  1094   0.120332E+04   0.213163E+02   0.987329E-01  -0.733198E+02
  1095   0.120546E+04   0.210689E+02   0.987697E-01  -0.728468E+02
  1096   0.120754E+04   0.208241E+02   0.988063E-01  -0.723557E+02
  1097   0.120958E+04   0.205821E+02   0.988426E-01  -0.718472E+02
  1098   0.121157E+04   0.203428E+02   0.988786E-01  -0.713221E+02
  1099   0.121350E+04   0.201065E+02   0.989142E-01  -0.707801E+02
  1100   0.121538E+04   0.198732E+02   0.989494E-01  -0.702222E+02
  1101   0.121719E+04   0.196429E+02   0.989843E-01  -0.696475E+02
  1102   0.121895E+04   0.194157E+02   0.990187E-01  -0.690574E+02
  1103   0.122065E+04   0.191918E+02   0.990527E-01  -0.684513E+02
  1104   0.122230E+04   0.189711E+02   0.990862E-01  -0.678303E+02
  1105   0.122387E+04   0.187537E+02   0.991193E-01  -0.671946E+02
  1106   0.122539E+04   0.185397E+02   0.991518E-01  -0.665444E+02
  1107   0.122684E+04   0.183292E+02   0.991839E-01  -0.658802E+02
  1108   0.122823E+04   0.181223E+02   0.992154E-01  -0.652024E+02
  1109   0.122955E+04   0.179190E+02   0.992463E-01  -0.645112E+02
  1110   0.123080E+04   0.177193E+02   0.992767E-01  -0.638071E+02
  1111   0.123199E+04   0.175235E+02   0.993065E-01  -0.630905E+02
  1112   0.123310E+04   0.173313E+02   0.993356E-01  -0.623617E+02
  1113   0.123415E+04   0.171431E+02   0.993641E-01  -0.616212E+02
  1114   0.123513E+04   0.169589E+02   0.993920E-01  -0.608693E+02
  1115   0.123604E+04   0.167785E+02   0.994192E-01  -0.601064E+02
  1116   0.123688E+04   0.166023E+02   0.994457E-01  -0.593330E+02
  1117   0.123764E+04   0.164301E+02   0.994715E-01  -0.585493E+02
  1118   0.123833E+04   0.162621E+02   0.994966E-01  -0.577557E+02
  1119   0.123895E+04   0.160983E+02   0.995209E-01  -0.569528E+02
  1120   0.123949E+04   0.159386E+02   0.995445E-01  -0.561408E+02
  1121   0.123995E+04   0.157833E+02   0.995672E-01  -0.553201E+02
  1122   0.124034E+04   0.156323E+02   0.995892E-01  -0.544911E+02
  1123   0.124065E+04   0.154855E+02   0.996104E-01  -0.536543E+02
  1124   0.124089E+04   0.153433E+02   0.996308E-01  -0.528099E+02
  1125   0.124105E+04   0.152055E+02   0.996503E-01  -0.519584E+02
  1126   0.124111E+04   0.150721E+02   0.996689E-01  -0.511003E+02
  1127   0.124111E+04   0.149433E+02   0.996867E-01  -0.502360E+02
  1128   0.124104E+04   0.148190E+02   0.997035E-01  -0.493661E+02
  1129   0.124088E+04   0.146993E+02   0.997195E-01  -0.484908E+02
  1130   0.124064E+04   0.145842E+02   0.997346E-01  -0.476107E+02
  1131   0.124033E+04   0.144738E+02   0.997487E-01  -0.467262E+02
  1132   0.123993E+04   0.143680E+02   0.997619E-01  -0.458378E+02
  1133   0.123946E+04   0.142670E+02   0.997741E-01  -0.449457E+02
  1134   0.123891E+04   0.141706E+02   0.997853E-01  -0.440505E+02
  1135   0.123828E+04   0.140790E+02   0.997955E-01  -0.431524E+02
  1136   0.123757E+04   0.139921E+02   0.998048E-01  -0.422519E+02
  1137   0.123678E+04   0.139099E+02   0.998130E-01  -0.413494E+02
  1138   0.123591E+04   0.138325E+02   0.998202E-01  -0.404453E+02
  1139   0.123497E+04   0.137598E+02   0.998264E-01  -0.395399E+02
  1140   0.123393E+04   0.136920E+02   0.998315E-01  -0.386337E+02
  1141   0.123283E+04   0.136289E+02   0.998356E-01  -0.377272E+02
  1142   0.123164E+04   0.135705E+02   0.998386E-01  -0.368207E+02
  1143   0.123037E+04   0.135170E+02   0.998406E-01  -0.359146E+02
  1144   0.122902E+04   0.134683E+02   0.998414E-01  -0.350094E+02
  1145   0.122760E+04   0.134243E+02   0.998412E-01  -0.341055E+02
  1146   0.122610E+04   0.133852E+02   0.998398E-01  -0.332033E+02
  1147   0.122452E+04   0.133508E+02   0.998373E-01  -0.323031E+02
  1148   0.122286E+04   0.133212E+02   0.998338E-01  -0.314053E+02
  1149   0.122112E+04   0.132963E+02   0.998291E-01  -0.305105E+02
  1150   0.121930E+04   0.132761E+02   0.998232E-01  -0.296188E+02
  1151   0.121741E+04   0.132607E+02   0.998163E-01  -0.287306E+02
  1152   0.121545E+04   0.132500E+02   0.998081E-01  -0.278465E+02
  1153   0.121341E+04   0.132440E+02   0.997989E-01  -0.269667E+02
  1154   0.121129E+04   0.132427E+02   0.997885E-01  -0.260917E+02
  1155   0.120910E+04   0.132459E+02   0.997769E-01  -0.252217E+02
  1156   0.120683E+04   0.132538E+02   0.997642E-01  -0.243573E+02
  1157   0.120450E+04   0.132663E+02   0.997503E-01  -0.234987E+02
  1158   0.120209E+04   0.132834E+02   0.997352E-01  -0.226464E+02
  1159   0.119962E+04   0.133050E+02   0.997190E-01  -0.218007E+02
  1160   0.119708E+04   0.133311E+02   0.997016E-01  -0.209620E+02
  1161   0.119446E+04   0.133617E+02   0.996830E-01  -0.201307E+02
  1162   0.119179E+04   0.133967E+02   0.996633E-01  -0.193069E+02
  1163   0.118905E+04   0.134361E+02   0.996424E-01  -0.184910E+02
  1164   0.118624E+04   0.134800E+02   0.996203E-01  -0.176835E+02
  1165   0.118337E+04   0.135281E+02   0.995971E-01  -0.168846E+02
  1166   0.118043E+04   0.135805E+02   0.995727E-01  -0.160946E+02
  1167   0.117743E+04   0.136371E+02   0.995471E-01  -0.153139E+02
  1168   0.117436E+04   0.136980E+02   0.995203E-01  -0.145427E+02
  1169   0.117124E+04   0.137630E+02   0.994924E-01  -0.137814E+02
  1170   0.116806E+04   0.138320E+02   0.994634E-01  -0.130302E+02
  1171   0.116482E+04   0.139052E+02   0.994332E-01  -0.122895E+02
  1172   0.116152E+04   0.139823E+02   0.994018E-01  -0.115596E+02
