#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   179   0.522869E+04  -0.363959E+02   0.173836E-03  -0.363959E+02   0.820926E+00  -0.678636E-06   0.173836E-03  -0.678636E-06   0.635914E-07
   180   0.525195E+04  -0.356463E+02   0.172410E-03  -0.356463E+02   0.809999E+00  -0.664144E-06   0.172410E-03  -0.664144E-06   0.632545E-07
   181   0.527474E+04  -0.348694E+02   0.171000E-03  -0.348694E+02   0.799231E+00  -0.649796E-06   0.171000E-03  -0.649796E-06   0.629205E-07
   182   0.529707E+04  -0.340652E+02   0.169606E-03  -0.340652E+02   0.788652E+00  -0.635582E-06   0.169606E-03  -0.635582E-06   0.625892E-07
   183   0.531892E+04  -0.332338E+02   0.168226E-03  -0.332338E+02   0.778285E+00  -0.621491E-06   0.168226E-03  -0.621491E-06   0.622606E-07
   184   0.534028E+04  -0.323756E+02   0.166860E-03  -0.323756E+02   0.768167E+00  -0.607512E-06   0.166860E-03  -0.607512E-06   0.619348E-07
   185   0.536115E+04  -0.314905E+02   0.165509E-03  -0.314905E+02   0.758336E+00  -0.593636E-06   0.165509E-03  -0.593636E-06   0.616117E-07
   186   0.538152E+04  -0.305788E+02   0.164171E-03  -0.305788E+02   0.748814E+00  -0.579852E-06   0.164171E-03  -0.579852E-06   0.612912E-07
   187   0.540139E+04  -0.296405E+02   0.162848E-03  -0.296405E+02   0.739633E+00  -0.566150E-06   0.162848E-03  -0.566150E-06   0.609734E-07
   188   0.542074E+04  -0.286762E+02   0.161537E-03  -0.286762E+02   0.730833E+00  -0.552518E-06   0.161537E-03  -0.552518E-06   0.606581E-07
   189   0.543957E+04  -0.276857E+02   0.160239E-03  -0.276857E+02   0.722446E+00  -0.538948E-06   0.160239E-03  -0.538948E-06   0.603455E-07
   190   0.545787E+04  -0.266696E+02   0.158953E-03  -0.266696E+02   0.714506E+00  -0.525427E-06   0.158953E-03  -0.525427E-06   0.600354E-07
   191   0.547565E+04  -0.256281E+02   0.157680E-03  -0.256281E+02   0.707046E+00  -0.511947E-06   0.157680E-03  -0.511947E-06   0.597278E-07
   192   0.549287E+04  -0.245612E+02   0.156418E-03  -0.245612E+02   0.700101E+00  -0.498495E-06   0.156418E-03  -0.498495E-06   0.594227E-07
   193   0.550954E+04  -0.234693E+02   0.155168E-03  -0.234693E+02   0.693704E+00  -0.485063E-06   0.155168E-03  -0.485063E-06   0.591201E-07
   194   0.552567E+04  -0.223529E+02   0.153929E-03  -0.223529E+02   0.687893E+00  -0.471640E-06   0.153929E-03  -0.471640E-06   0.588199E-07
   195   0.554124E+04  -0.212121E+02   0.152700E-03  -0.212121E+02   0.682703E+00  -0.458214E-06   0.152700E-03  -0.458214E-06   0.585222E-07
   196   0.555624E+04  -0.200475E+02   0.151482E-03  -0.200475E+02   0.678171E+00  -0.444777E-06   0.151482E-03  -0.444777E-06   0.582268E-07
   197   0.557069E+04  -0.188593E+02   0.150274E-03  -0.188593E+02   0.674333E+00  -0.431316E-06   0.150274E-03  -0.431316E-06   0.579338E-07
   198   0.558458E+04  -0.176479E+02   0.149076E-03  -0.176479E+02   0.671226E+00  -0.417823E-06   0.149076E-03  -0.417823E-06   0.576431E-07
   199   0.559788E+04  -0.164136E+02   0.147887E-03  -0.164136E+02   0.668886E+00  -0.404286E-06   0.147887E-03  -0.404286E-06   0.573547E-07
   200   0.561062E+04  -0.151570E+02   0.146707E-03  -0.151570E+02   0.667349E+00  -0.390695E-06   0.146707E-03  -0.390695E-06   0.570686E-07
   201   0.562278E+04  -0.138783E+02   0.145535E-03  -0.138783E+02   0.666654E+00  -0.377043E-06   0.145535E-03  -0.377043E-06   0.567848E-07
   202   0.563435E+04  -0.125780E+02   0.144373E-03  -0.125780E+02   0.666836E+00  -0.363328E-06   0.144373E-03  -0.363328E-06   0.565031E-07
   203   0.564531E+04  -0.112565E+02   0.143218E-03  -0.112565E+02   0.667932E+00  -0.349555E-06   0.143218E-03  -0.349555E-06   0.562237E-07
   204   0.565567E+04  -0.991415E+01   0.142073E-03  -0.991415E+01   0.669978E+00  -0.335725E-06   0.142073E-03  -0.335725E-06   0.559465E-07
   205   0.566539E+04  -0.855153E+01   0.140935E-03  -0.855153E+01   0.673012E+00  -0.321841E-06   0.140935E-03  -0.321841E-06   0.556714E-07
   206   0.567449E+04  -0.716899E+01   0.139806E-03  -0.716899E+01   0.677069E+00  -0.307906E-06   0.139806E-03  -0.307906E-06   0.553985E-07
   207   0.568295E+04  -0.576689E+01   0.138686E-03  -0.576689E+01   0.682188E+00  -0.293923E-06   0.138686E-03  -0.293923E-06   0.551277E-07
   208   0.569076E+04  -0.434586E+01   0.137573E-03  -0.434586E+01   0.688403E+00  -0.279894E-06   0.137573E-03  -0.279894E-06   0.548591E-07
   209   0.569796E+04  -0.290644E+01   0.136469E-03  -0.290644E+01   0.695752E+00  -0.265822E-06   0.136469E-03  -0.265822E-06   0.545925E-07
   210   0.570452E+04  -0.144918E+01   0.135373E-03  -0.144918E+01   0.704271E+00  -0.251709E-06   0.135373E-03  -0.251709E-06   0.543281E-07
   211   0.571046E+04   0.253503E-01   0.134285E-03   0.253503E-01   0.713998E+00  -0.237559E-06   0.134285E-03  -0.237559E-06   0.540657E-07
   212   0.571578E+04   0.151659E+01   0.133205E-03   0.151659E+01   0.724968E+00  -0.223373E-06   0.133205E-03  -0.223373E-06   0.538053E-07
   213   0.572050E+04   0.302398E+01   0.132134E-03   0.302398E+01   0.737218E+00  -0.209155E-06   0.132134E-03  -0.209155E-06   0.535470E-07
   214   0.572461E+04   0.454696E+01   0.131070E-03   0.454696E+01   0.750786E+00  -0.194906E-06   0.131070E-03  -0.194906E-06   0.532906E-07
   215   0.572813E+04   0.608492E+01   0.130014E-03   0.608492E+01   0.765701E+00  -0.180631E-06   0.130014E-03  -0.180631E-06   0.530363E-07
   216   0.573102E+04   0.763728E+01   0.128966E-03   0.763728E+01   0.782008E+00  -0.166330E-06   0.128966E-03  -0.166330E-06   0.527840E-07
   217   0.573330E+04   0.920340E+01   0.127925E-03   0.920340E+01   0.799738E+00  -0.152008E-06   0.127925E-03  -0.152008E-06   0.525335E-07
   218   0.573496E+04   0.107828E+02   0.126893E-03   0.107828E+02   0.818919E+00  -0.137667E-06   0.126893E-03  -0.137667E-06   0.522851E-07
   219   0.573599E+04   0.123747E+02   0.125868E-03   0.123747E+02   0.839597E+00  -0.123308E-06   0.125868E-03  -0.123308E-06   0.520385E-07
   220   0.573639E+04   0.139787E+02   0.124851E-03   0.139787E+02   0.861801E+00  -0.108936E-06   0.124851E-03  -0.108936E-06   0.517939E-07
   221   0.573617E+04   0.155940E+02   0.123841E-03   0.155940E+02   0.885560E+00  -0.945520E-07   0.123841E-03  -0.945520E-07   0.515511E-07
   222   0.573531E+04   0.172201E+02   0.122839E-03   0.172201E+02   0.910920E+00  -0.801594E-07   0.122839E-03  -0.801594E-07   0.513102E-07
   223   0.573381E+04   0.188562E+02   0.121844E-03   0.188562E+02   0.937901E+00  -0.657606E-07   0.121844E-03  -0.657606E-07   0.510711E-07
   224   0.573169E+04   0.205018E+02   0.120857E-03   0.205018E+02   0.966542E+00  -0.513583E-07   0.120857E-03  -0.513583E-07   0.508339E-07
   225   0.572895E+04   0.221561E+02   0.119877E-03   0.221561E+02   0.996865E+00  -0.369552E-07   0.119877E-03  -0.369552E-07   0.505985E-07
   226   0.572557E+04   0.238185E+02   0.118905E-03   0.238185E+02   0.102891E+01  -0.225538E-07   0.118905E-03  -0.225538E-07   0.503648E-07
   227   0.572157E+04   0.254882E+02   0.117939E-03   0.254882E+02   0.106272E+01  -0.815691E-08   0.117939E-03  -0.815691E-08   0.501330E-07
   228   0.571694E+04   0.271647E+02   0.116981E-03   0.271647E+02   0.109830E+01   0.623292E-08   0.116981E-03   0.623292E-08   0.499029E-07
   229   0.571170E+04   0.288473E+02   0.116030E-03   0.288473E+02   0.113570E+01   0.206130E-07   0.116030E-03   0.206130E-07   0.496745E-07
   230   0.570583E+04   0.305352E+02   0.115087E-03   0.305352E+02   0.117494E+01   0.349808E-07   0.115087E-03   0.349808E-07   0.494478E-07
   231   0.569935E+04   0.322277E+02   0.114150E-03   0.322277E+02   0.121604E+01   0.493335E-07   0.114150E-03   0.493335E-07   0.492229E-07
   232   0.569226E+04   0.339241E+02   0.113220E-03   0.339241E+02   0.125904E+01   0.636686E-07   0.113220E-03   0.636686E-07   0.489996E-07
   233   0.568454E+04   0.356238E+02   0.112297E-03   0.356238E+02   0.130397E+01   0.779834E-07   0.112297E-03   0.779834E-07   0.487780E-07
   234   0.567622E+04   0.373258E+02   0.111382E-03   0.373258E+02   0.135084E+01   0.922753E-07   0.111382E-03   0.922753E-07   0.485580E-07
   235   0.566729E+04   0.390297E+02   0.110473E-03   0.390297E+02   0.139969E+01   0.106542E-06   0.110473E-03   0.106542E-06   0.483397E-07
   236   0.565774E+04   0.407346E+02   0.109570E-03   0.407346E+02   0.145055E+01   0.120780E-06   0.109570E-03   0.120780E-06   0.481229E-07
   237   0.564760E+04   0.424398E+02   0.108675E-03   0.424398E+02   0.150343E+01   0.134987E-06   0.108675E-03   0.134987E-06   0.479078E-07
   238   0.563685E+04   0.441446E+02   0.107786E-03   0.441446E+02   0.155835E+01   0.149160E-06   0.107786E-03   0.149160E-06   0.476942E-07
   239   0.562551E+04   0.458482E+02   0.106904E-03   0.458482E+02   0.161533E+01   0.163298E-06   0.106904E-03   0.163298E-06   0.474822E-07
   240   0.561358E+04   0.475497E+02   0.106028E-03   0.475497E+02   0.167440E+01   0.177397E-06   0.106028E-03   0.177397E-06   0.472717E-07
   241   0.560105E+04   0.492487E+02   0.105159E-03   0.492487E+02   0.173559E+01   0.191454E-06   0.105159E-03   0.191454E-06   0.470627E-07
   242   0.558794E+04   0.509442E+02   0.104297E-03   0.509442E+02   0.179890E+01   0.205467E-06   0.104297E-03   0.205467E-06   0.468553E-07
   243   0.557425E+04   0.526354E+02   0.103441E-03   0.526354E+02   0.186436E+01   0.219433E-06   0.103441E-03   0.219433E-06   0.466493E-07
   244   0.555999E+04   0.543218E+02   0.102591E-03   0.543218E+02   0.193199E+01   0.233350E-06   0.102591E-03   0.233350E-06   0.464448E-07
   245   0.554516E+04   0.560026E+02   0.101748E-03   0.560026E+02   0.200180E+01   0.247215E-06   0.101748E-03   0.247215E-06   0.462417E-07
   246   0.552977E+04   0.576770E+02   0.100910E-03   0.576770E+02   0.207380E+01   0.261026E-06   0.100910E-03   0.261026E-06   0.460400E-07
   247   0.551381E+04   0.593443E+02   0.100079E-03   0.593443E+02   0.214801E+01   0.274779E-06   0.100079E-03   0.274779E-06   0.458398E-07
   248   0.549731E+04   0.610037E+02   0.992547E-04   0.610037E+02   0.222445E+01   0.288472E-06   0.992547E-04   0.288472E-06   0.456409E-07
   249   0.548027E+04   0.626547E+02   0.984360E-04   0.626547E+02   0.230312E+01   0.302102E-06   0.984360E-04   0.302102E-06   0.454434E-07
   250   0.546269E+04   0.642963E+02   0.976234E-04   0.642963E+02   0.238405E+01   0.315668E-06   0.976234E-04   0.315668E-06   0.452473E-07
   251   0.544456E+04   0.659276E+02   0.968168E-04   0.659276E+02   0.246722E+01   0.329166E-06   0.968168E-04   0.329166E-06   0.450525E-07
   252   0.542590E+04   0.675481E+02   0.960162E-04   0.675481E+02   0.255267E+01   0.342596E-06   0.960162E-04   0.342596E-06   0.448590E-07
   253   0.540671E+04   0.691568E+02   0.952214E-04   0.691568E+02   0.264037E+01   0.355958E-06   0.952214E-04   0.355958E-06   0.446669E-07
   254   0.538700E+04   0.707530E+02   0.944325E-04   0.707530E+02   0.273036E+01   0.369254E-06   0.944325E-04   0.369254E-06   0.444760E-07
   255   0.536675E+04   0.723359E+02   0.936494E-04   0.723359E+02   0.282261E+01   0.382482E-06   0.936494E-04   0.382482E-06   0.442865E-07
   256   0.534598E+04   0.739047E+02   0.928721E-04   0.739047E+02   0.291715E+01   0.395643E-06   0.928721E-04   0.395643E-06   0.440982E-07
   257   0.532470E+04   0.754589E+02   0.921005E-04   0.754589E+02   0.301398E+01   0.408738E-06   0.921005E-04   0.408738E-06   0.439112E-07
   258   0.530293E+04   0.769973E+02   0.913346E-04   0.769973E+02   0.311308E+01   0.421766E-06   0.913346E-04   0.421766E-06   0.437254E-07
   259   0.528066E+04   0.785205E+02   0.905742E-04   0.785205E+02   0.321447E+01   0.434729E-06   0.905742E-04   0.434729E-06   0.435410E-07
   260   0.525793E+04   0.800262E+02   0.898195E-04   0.800262E+02   0.331814E+01   0.447625E-06   0.898195E-04   0.447625E-06   0.433577E-07
   261   0.523473E+04   0.815152E+02   0.890702E-04   0.815152E+02   0.342409E+01   0.460455E-06   0.890702E-04   0.460455E-06   0.431757E-07
   262   0.521109E+04   0.829859E+02   0.883264E-04   0.829859E+02   0.353232E+01   0.473219E-06   0.883264E-04   0.473219E-06   0.429949E-07
   263   0.518701E+04   0.844384E+02   0.875880E-04   0.844384E+02   0.364283E+01   0.485918E-06   0.875880E-04   0.485918E-06   0.428153E-07
   264   0.516250E+04   0.858713E+02   0.868550E-04   0.858713E+02   0.375561E+01   0.498552E-06   0.868550E-04   0.498552E-06   0.426370E-07
   265   0.513756E+04   0.872851E+02   0.861273E-04   0.872851E+02   0.387065E+01   0.511121E-06   0.861273E-04   0.511121E-06   0.424598E-07
   266   0.511220E+04   0.886778E+02   0.854049E-04   0.886778E+02   0.398793E+01   0.523625E-06   0.854049E-04   0.523625E-06   0.422838E-07
   267   0.508644E+04   0.900486E+02   0.846877E-04   0.900486E+02   0.410745E+01   0.536064E-06   0.846877E-04   0.536064E-06   0.421089E-07
   268   0.506027E+04   0.913982E+02   0.839757E-04   0.913982E+02   0.422918E+01   0.548439E-06   0.839757E-04   0.548439E-06   0.419353E-07
   269   0.503369E+04   0.927244E+02   0.832688E-04   0.927244E+02   0.435313E+01   0.560749E-06   0.832688E-04   0.560749E-06   0.417628E-07
   270   0.500671E+04   0.940280E+02   0.825670E-04   0.940280E+02   0.447927E+01   0.572996E-06   0.825670E-04   0.572996E-06   0.415914E-07
   271   0.497936E+04   0.953066E+02   0.818702E-04   0.953066E+02   0.460759E+01   0.585178E-06   0.818702E-04   0.585178E-06   0.414211E-07
   272   0.495162E+04   0.965612E+02   0.811783E-04   0.965612E+02   0.473808E+01   0.597298E-06   0.811783E-04   0.597298E-06   0.412520E-07
   273   0.492353E+04   0.977901E+02   0.804914E-04   0.977901E+02   0.487070E+01   0.609353E-06   0.804914E-04   0.609353E-06   0.410840E-07
   274   0.489508E+04   0.989941E+02   0.798094E-04   0.989941E+02   0.500545E+01   0.621346E-06   0.798094E-04   0.621346E-06   0.409171E-07
   275   0.486628E+04   0.100171E+03   0.791322E-04   0.100171E+03   0.514230E+01   0.633275E-06   0.791322E-04   0.633275E-06   0.407512E-07
   276   0.483716E+04   0.101322E+03   0.784598E-04   0.101322E+03   0.528122E+01   0.645142E-06   0.784598E-04   0.645142E-06   0.405865E-07
   277   0.480772E+04   0.102444E+03   0.777921E-04   0.102444E+03   0.542221E+01   0.656946E-06   0.777921E-04   0.656946E-06   0.404228E-07
   278   0.477796E+04   0.103539E+03   0.771291E-04   0.103539E+03   0.556523E+01   0.668688E-06   0.771291E-04   0.668688E-06   0.402602E-07
   279   0.474789E+04   0.104605E+03   0.764707E-04   0.104605E+03   0.571025E+01   0.680367E-06   0.764707E-04   0.680367E-06   0.400986E-07
   280   0.471755E+04   0.105642E+03   0.758169E-04   0.105642E+03   0.585723E+01   0.691985E-06   0.758169E-04   0.691985E-06   0.399380E-07
   281   0.468692E+04   0.106650E+03   0.751677E-04   0.106650E+03   0.600617E+01   0.703540E-06   0.751677E-04   0.703540E-06   0.397785E-07
   282   0.465601E+04   0.107627E+03   0.745229E-04   0.107627E+03   0.615701E+01   0.715034E-06   0.745229E-04   0.715034E-06   0.396200E-07
   283   0.462485E+04   0.108574E+03   0.738826E-04   0.108574E+03   0.630974E+01   0.726467E-06   0.738826E-04   0.726467E-06   0.394625E-07
   284   0.459344E+04   0.109490E+03   0.732467E-04   0.109490E+03   0.646431E+01   0.737839E-06   0.732467E-04   0.737839E-06   0.393060E-07
   285   0.456178E+04   0.110374E+03   0.726150E-04   0.110374E+03   0.662071E+01   0.749149E-06   0.726150E-04   0.749149E-06   0.391505E-07
   286   0.452990E+04   0.111226E+03   0.719877E-04   0.111226E+03   0.677888E+01   0.760399E-06   0.719877E-04   0.760399E-06   0.389960E-07
   287   0.449780E+04   0.112046E+03   0.713647E-04   0.112046E+03   0.693879E+01   0.771588E-06   0.713647E-04   0.771588E-06   0.388424E-07
   288   0.446549E+04   0.112832E+03   0.707458E-04   0.112832E+03   0.710040E+01   0.782717E-06   0.707458E-04   0.782717E-06   0.386898E-07
   289   0.443298E+04   0.113586E+03   0.701310E-04   0.113586E+03   0.726367E+01   0.793786E-06   0.701310E-04   0.793786E-06   0.385382E-07
   290   0.440028E+04   0.114306E+03   0.695204E-04   0.114306E+03   0.742857E+01   0.804794E-06   0.695204E-04   0.804794E-06   0.383874E-07
   291   0.436742E+04   0.114992E+03   0.689138E-04   0.114992E+03   0.759507E+01   0.815743E-06   0.689138E-04   0.815743E-06   0.382376E-07
   292   0.433438E+04   0.115643E+03   0.683112E-04   0.115643E+03   0.776304E+01   0.826633E-06   0.683112E-04   0.826633E-06   0.380888E-07
   293   0.430119E+04   0.116260E+03   0.677125E-04   0.116260E+03   0.793254E+01   0.837463E-06   0.677125E-04   0.837463E-06   0.379408E-07
   294   0.426785E+04   0.116841E+03   0.671178E-04   0.116841E+03   0.810351E+01   0.848234E-06   0.671178E-04   0.848234E-06   0.377937E-07
   295   0.423437E+04   0.117387E+03   0.665269E-04   0.117387E+03   0.827580E+01   0.858946E-06   0.665269E-04   0.858946E-06   0.376475E-07
   296   0.420076E+04   0.117897E+03   0.659398E-04   0.117897E+03   0.844947E+01   0.869599E-06   0.659398E-04   0.869599E-06   0.375022E-07
   297   0.416702E+04   0.118369E+03   0.653564E-04   0.118369E+03   0.862439E+01   0.880194E-06   0.653564E-04   0.880194E-06   0.373577E-07
   298   0.413318E+04   0.118805E+03   0.647768E-04   0.118805E+03   0.880054E+01   0.890730E-06   0.647768E-04   0.890730E-06   0.372141E-07
   299   0.409924E+04   0.119204E+03   0.642008E-04   0.119204E+03   0.897785E+01   0.901208E-06   0.642008E-04   0.901208E-06   0.370713E-07
   300   0.406521E+04   0.119565E+03   0.636283E-04   0.119565E+03   0.915626E+01   0.911628E-06   0.636283E-04   0.911628E-06   0.369294E-07
   301   0.403111E+04   0.119889E+03   0.630595E-04   0.119889E+03   0.933582E+01   0.921990E-06   0.630595E-04   0.921990E-06   0.367883E-07
   302   0.399694E+04   0.120176E+03   0.624942E-04   0.120176E+03   0.951632E+01   0.932289E-06   0.624942E-04   0.932289E-06   0.366480E-07
   303   0.396273E+04   0.120425E+03   0.619326E-04   0.120425E+03   0.969784E+01   0.942522E-06   0.619326E-04   0.942522E-06   0.365085E-07
   304   0.392847E+04   0.120637E+03   0.613744E-04   0.120637E+03   0.988029E+01   0.952683E-06   0.613744E-04   0.952683E-06   0.363698E-07
   305   0.389419E+04   0.120811E+03   0.608199E-04   0.120811E+03   0.100636E+02   0.962768E-06   0.608199E-04   0.962768E-06   0.362319E-07
   306   0.385989E+04   0.120947E+03   0.602690E-04   0.120947E+03   0.102478E+02   0.972772E-06   0.602690E-04   0.972772E-06   0.360948E-07
   307   0.382559E+04   0.121044E+03   0.597218E-04   0.121044E+03   0.104327E+02   0.982691E-06   0.597218E-04   0.982691E-06   0.359585E-07
   308   0.379129E+04   0.121104E+03   0.591781E-04   0.121104E+03   0.106183E+02   0.992520E-06   0.591781E-04   0.992520E-06   0.358230E-07
   309   0.375701E+04   0.121125E+03   0.586381E-04   0.121125E+03   0.108045E+02   0.100225E-05   0.586381E-04   0.100225E-05   0.356883E-07
   310   0.372275E+04   0.121109E+03   0.581018E-04   0.121109E+03   0.109912E+02   0.101189E-05   0.581018E-04   0.101189E-05   0.355543E-07
   311   0.368852E+04   0.121052E+03   0.575691E-04   0.121052E+03   0.111785E+02   0.102142E-05   0.575691E-04   0.102142E-05   0.354211E-07
   312   0.365433E+04   0.120958E+03   0.570401E-04   0.120958E+03   0.113662E+02   0.103084E-05   0.570401E-04   0.103084E-05   0.352887E-07
   313   0.362020E+04   0.120825E+03   0.565147E-04   0.120825E+03   0.115543E+02   0.104015E-05   0.565147E-04   0.104015E-05   0.351570E-07
   314   0.358614E+04   0.120653E+03   0.559931E-04   0.120653E+03   0.117427E+02   0.104935E-05   0.559931E-04   0.104935E-05   0.350260E-07
   315   0.355214E+04   0.120443E+03   0.554752E-04   0.120443E+03   0.119312E+02   0.105842E-05   0.554752E-04   0.105842E-05   0.348958E-07
   316   0.351823E+04   0.120194E+03   0.549610E-04   0.120194E+03   0.121200E+02   0.106736E-05   0.549610E-04   0.106736E-05   0.347664E-07
   317   0.348442E+04   0.119906E+03   0.544505E-04   0.119906E+03   0.123089E+02   0.107617E-05   0.544505E-04   0.107617E-05   0.346376E-07
   318   0.345071E+04   0.119580E+03   0.539438E-04   0.119580E+03   0.124978E+02   0.108485E-05   0.539438E-04   0.108485E-05   0.345096E-07
